start_time_sec,end_time_sec,annotation
2.399,2.799,Eh
6.099,12.3,Jag handlar om huruvida man ska införa robotdomare vid rättsprocesser
14.5,14.9,Mm
16.6,17.899,Okej kan du berätta
23.6,24.8,Det är rätt
26.1,27.8,Dilemmat är det att
28.399,33.0,Man tar ju bort den mänskliga faktorn i ett och hållats genom att
33.799,37.399,Vad är bedömningen av lagar hos en robot
38.299,39.6,Och på det sättet
40.299,41.899,minuskelisångottyckats
43.2,45.2,Det bra med det här är att man
45.7,49.0,skulle kunna införa en algoritm som
49.7,53.6,Motsverka fördomar baseras på exempel
53.799,56.0,Religion ras läggning och sånt där
57.2,58.0,Eh
59.5,61.899,Och det finns ju delar starka liksom
62.399,63.399,All ledningar
64.299,65.5,ta större systemet
66.099,67.5,Samtidigt
67.7,69.5,Som man
69.799,73.4,Läggitama svaret på algoritmen
74.0,76.599,Att binärsystem
77.7,82.299,Att programmera en robot att ta över
82.7,84.5,Rättsskipandet samhället
85.5,87.799,Vilket jag
88.5,95.599,Det är inte helt säkert att en robot kan göra en korrekt bedömning av allting som händer
97.4,99.599,Det finns alltid massa nyanser i
100.0,100.599,Lagar
101.799,105.4,Jag tror att det är svårt att komma till ett läge där man
105.799,108.099,Helt rationell grund kommer
108.799,110.7,fälla andra domar
112.5,116.299,Jag sa ju inte att robot kan med hundra procents säkerhet
116.799,119.599,avgöra någonting i ett rättsfall
120.7,121.799,Vad är din åsikt
154.0,155.099,Jag kan hålla med dig där
156.4,161.699,I liksom vanliga fall så skulle man kanske kunna testa systemet med robotdomare
162.5,163.699,Förlåt
164.3,168.199,liksom man hittar någon standardisering som bara
169.099,170.3,Det som passar
171.199,175.599,Bara inte det finns okända variabler
176.099,176.599,Eh
177.4,180.699,Det är liksom ett vanligt bord
181.099,182.199,Det låter liksom ja
184.099,184.5,Eh
185.099,186.9,Utförande är bra
188.3,191.599,vanliga mönster så
191.9,193.9,Skulle våga robots komma
194.9,198.4,komma med effektiva inputs
198.8,199.8,Som du säger
200.4,203.9,Det gör dom processen mycket mer snabb och effektiv
205.0,205.3,Och
206.599,207.4,Arbetevis
224.8,226.5,Ja precis det är ju en
227.0,231.599,Väldigt bra grej att kunna motverka det
232.8,233.699,Samhälle
234.099,235.599,På något sätt se över till att
236.3,238.3,De här algoritmerna borde då
238.5,239.699,Robotprogram
239.9,240.4,Så
240.8,243.3,Så att man har en kontroll över vad roboten har
244.199,245.5,programmerat att göra
246.5,248.599,Det kan ju ändå ändå finnas
249.3,250.4,Liksom
251.3,254.8,Eller så har du bias i robotar som programmerar
255.199,257.5,Mer eller mindre det mesta tar programmerat in
258.899,260.0,eller liksom
260.199,263.399,buggar och fel som gör att roboten bara fel beslut
264.899,265.899,Alltså det där är ju
268.899,270.899,Behöver vi kontrolleras
272.199,273.5,Vad tänkte du fråga
285.8,286.6,Exakt
286.8,287.399,Så
287.6,294.699,Jag tror inte att jag kommer kunna föreställa mig en rättssal där det bara är robotar som har hand om bålet
295.399,297.5,Det måste vara ett samarbete mellan
297.8,301.3,Man skulle med de här apparaterna
302.1,304.899,tillsammans nå liksom
305.3,306.0,Men
307.399,308.699,Samtidigt så är det
309.899,312.8,bedöma målen tillsammans
313.8,314.5,Det blir svårt
314.899,317.1,Kommer ifrån det
318.8,320.199,Det måste finnas
320.6,321.899,Man skulle ge en slag också
336.1,337.8,Exakt det är ganska
338.699,340.899,absurde tanke
341.8,345.699,Jag tror att det är ganska få som vill ha ett sådant samhälle egentligen
346.6,350.8,Man vill ha liksom en balans mellan AI och människor
379.0,382.0,Jag är inte så inläst på det Kan du berätta mer
432.1,433.3,Precis
434.1,435.1,Boma i läsebarn
435.8,437.6,Mer eller mindre mer och ersätts
438.0,442.899,Byggt in en bias i systemet som kan leda till att det blir
443.8,445.199,Orättvisa domar
446.899,450.1,Det behöver hela tiden ses över och prövas
450.399,451.1,etiskt
451.899,452.899,Förlåt
453.3,454.699,Kan man göra sig lite mer kostkrämt
499.399,500.1,besluts
501.0,502.0,Det är
502.5,504.5,Som sagt det finns många sådana
505.0,509.5,detaljer som kan vara svårt för en robot att ta hänsyn till
510.6,511.199,Eh
513.6,514.0,Ja
514.6,519.0,Jag har ingen stark åsikt i frågan
519.799,522.299,Jag tycker att man kan testa systemet
522.899,525.299,I en viss omfattning och se hur det fungerar
526.2,526.799,Eh
528.0,529.7,Fördelsatta ta ju på sig steg till
530.0,532.899,Men jag ser också att det finns
534.1,537.0,Det är betänkligheter att ha i åtanke
553.7,554.0,Tack
562.0,566.0,Finns småligen områden där roboten briljerar
566.799,568.399,I jämförelse med människor
568.899,571.799,Och det är någon slags datainsamling eller något annat
572.299,575.0,Det som algoritm gällande
575.6,579.0,Brottets eller straffets liksom
580.799,582.0,Det ser oftast alltså ut
583.1,589.5,Kanske roboten kan på ett bättre sätt avgöra om det ska bli fem år eller tio år eller två år
590.799,591.5,Hon satt över
