start_time_sec,end_time_sec,annotation
3.0,3.6,Nej
7.599,8.3,Heter det
16.399,17.3,Det är inget bra
20.0,21.0,Jo men nu är den igång
37.299,38.0,Ja absolut
38.7,39.6,Det är
40.299,44.399,Det första det handlar om huruvida jag skulle vilja eller vara bekväm med
44.799,47.799,Att ta ett DNAtest inför en dejt
49.5,50.2,Och det är ju
51.6,54.1,Det skulle vara om
54.399,56.299,Min dejt i det fallet
56.6,57.1,Eh
57.5,60.7,Gör den på tågan och ställer det kravet
63.799,64.5,Och om
64.799,65.2,Ja
70.7,74.099,Ja alltså det är ju ganska udda frågan så
74.799,76.5,Jag kan ändå se
77.299,81.2,För och nackdelar med det här Det finns en rimlighet gräns
83.7,88.9,Det finns lite olika scenarion jag skulle vilja börja med
90.7,91.9,om det är så att jag
93.099,97.7,Erfarenhet av dejter eller längre förhållanden där
98.2,101.2,Psykisk ohälsa eller genetiskt
102.0,104.2,genetiska sjukdomar till exempel
104.9,105.799,Har bara ett
109.9,112.0,Ja jag tänker att det skulle kunna
112.5,115.5,Det skulle kunna visa sig i ett DNAtest
115.9,118.4,Betryggande faktor då på ett sånt test jo
121.2,122.099,Det är inget bra
122.4,123.2,Nej
123.599,124.7,Jag tänkte bara det här med
126.599,133.099,Det här med psykisk ohälsa så det ligger väl i allas intressen att veta ens potentiella farter
133.699,135.0,är ja
135.599,136.9,På något sätt
137.199,138.8,Senast
139.9,141.599,Bullarbruk liksom är
142.3,144.3,Att de har en normal hälsa
145.8,147.199,Eh mentalt
147.5,155.5,Det är väl där mecket med att pröva ett DNAtest
156.5,159.9,Det gör lite svårare bara att hitta en partner tycker inte du det
168.9,169.3,Ja
169.599,171.099,Visst är det det det är ju verkligen
171.9,172.5,det gör
173.099,173.699,Ja
176.599,178.199,Man skulle kunna fråga
178.8,181.4,Det var lite svårt att veta också om hon talar sanning
185.9,190.4,Det är väl en disk man tar också på en första dejt
190.8,191.9,Är det lite mer än så
195.199,197.599,Om jag minns rätt
198.099,199.699,Jag vill bli nästa person
207.8,208.199,Ja
212.12,212.52,ja
213.4,214.0,Absolut
215.0,217.3,Det är mikros
219.4,223.3,Nu när du säger det så är det ju väldigt mycket psykisk ohälsa
223.599,225.199,psykiska
227.099,229.599,Men det kan ju bli en arvsbetingad rekryterare
230.3,231.099,Eh
232.099,236.199,Eller sjukdomar generellt som kanske inte är så genetiskt
237.699,238.199,Eh
238.8,242.5,Det finns ju väldigt mycket otäckheter som kan dyka upp
243.199,244.599,Baserar på ens miljö
245.199,247.8,Och det är väl minst lika oroande som genetik
252.699,253.3,Precis
254.8,255.3,Så
258.399,260.3,Ja det är det jag tänker
261.199,262.399,Som du säger
263.399,266.899,Det är kanske så att den personen som kräver det här DNAtestet
267.399,268.6,Kanske skulle
269.199,270.1,Söka
271.399,272.699,Det är en sakernas form av
272.899,273.899,psykologisk hjälp
280.699,281.3,Alltså det
284.3,284.8,Ja
286.5,288.3,Jag tänkte ju så här att
288.699,289.399,Det finns ju
289.8,291.6,Det som kom upp i mitt huvud var ju…
292.3,294.3,Tänk om jag nu är en
295.1,296.3,Sätt man är enka
296.899,298.3,är och ganska ung änka
300.0,303.699,Om man vill försäkra sig om att man aldrig mer behöver genomgå
304.399,308.1,ens partner avlider inom
308.8,309.899,i våran forntid
311.8,316.3,Man har den skräcken efter en sån traumatisk upplevelse
317.1,317.899,Okej och sen
319.199,320.3,Tycker att det är bra
328.899,329.5,Precis
335.1,335.6,Absolut
336.5,337.1,Just det så
346.899,347.899,Alltså det är mycket
349.5,351.5,Ja det är mycket krav man kan ställa
352.0,353.399,Och den första dejten
355.699,357.8,Jag tror att det är också sådana risker
358.199,360.699,Det ska man få ta
361.699,365.8,på hur stor risk man vill ta helt enkelt om man behöver ha den säkerheten
366.199,367.199,Det är många som
367.399,368.1,Vill veta
368.3,370.199,Direkt det är hur mycket man tjänar
370.899,371.3,Eh
372.1,372.8,och då är
373.0,376.399,Istället ska passa skrämma bort dem som tycker att det är lite opassande
377.3,381.1,Men å andra sidan har man säkerheten att man vet direkt om det är någon som
382.0,383.6,Som går med på att säga det
385.3,386.3,Förstår vad jag menar
416.0,416.5,Absolut
425.0,425.5,Ja
426.699,428.6,Jag kan tycka så här att
429.6,432.6,Finns det tillräckligt goda skäl
433.3,435.1,Svårt att ändå man sympatiserar med
435.5,437.3,Den här personens
438.6,442.0,Låt oss sympatisera med den här personens på något sätt
442.3,444.699,villig att få kapa DNAtestet då
446.3,447.5,Dock ändå
448.8,450.199,Jag kan nog ändå tänka mig
450.5,452.899,Man skulle kunna göra det men då ska det vara en kul grej
453.6,455.399,Inte
455.6,458.399,Skräckupplevelse att oj måste jag göra det här
461.0,461.5,Men vadå
462.699,466.3,Det kan man då se det som en lite kul grej vi tar DNAtest
467.0,469.399,Kommer upp lite sjukdomar och så vidare
469.8,470.5,Det här är
471.0,471.8,Och så
474.699,475.0,Ja
487.6,488.399,Jo precis
488.6,491.8,Visst är det så Det har väl lite ihop med det här med
492.399,495.399,Men om man skulle diskutera det här i förtid till exempel
496.8,497.399,Det är
498.0,499.3,Det är sånt som man gärna
500.199,503.6,Man vill ju gärna veta det innan man har investerat mycket tid
505.199,507.5,Det kan slå lite sjukt men
509.199,510.899,På något sätt så vill man ju ha ett
511.899,514.799,Man vill ju ha ett så långvarande som möjligt
515.299,517.0,Tanken på det är ju inte de bästa
539.5,539.899,Precis
540.2,540.5,Ja
541.5,541.899,Det
543.2,544.1,Det är väl en plump
545.799,550.7,Det vill jag inte Det som händer det får hända men det händer med någon man verkligen tycker om
552.0,552.5,Det
565.2,568.399,Om du blir tillfrågad på första dejten
569.899,571.299,Det är pinsingen
572.899,573.6,Så var det
574.6,576.899,Du hade inte kunnat bli övertalad att göra det
590.399,590.7,Så
