start_time_sec,end_time_sec,annotation
0.7,1.199,Hej
3.299,5.099,Vill du berätta om det andra dilemmat
20.0,20.8,Mm
25.199,25.699,Mm
29.1,29.8,Mm
32.2,32.7,Mm
43.1,43.7,Okej
51.299,52.299,Ah okej
64.0,64.599,Okej
72.9,74.0,Ja precis
96.9,97.4,Mm
98.099,101.7,Ja det är viktigt att barn får göra misstag absolut
118.099,118.799,Hmm
122.799,128.099,Så att en sån här app skulle kunna hämma utvecklingen för barnen
129.599,130.699,Jag förstår
134.5,135.199,Mm
140.5,141.199,Mm
160.9,161.9,Mm
169.599,170.3,Mm
171.0,171.9,Intressant
190.4,191.5,Ja det stämmer
208.699,211.099,Hmm du tänker att barnen skulle kunna
211.4,212.4,på något sätt
215.199,218.699,minska föräldrarnas egen tid genom att använda den här appen
226.0,226.599,Mm
231.0,234.199,Kan du ge något exempel på hur du tänker
244.9,245.599,Mm
246.5,247.199,Mm
252.4,253.0,Mm
255.4,256.199,Mm
295.6,300.8,Just det så att den här appen skulle kunna skada kommunikationen mellan föräldrar och barn
302.6,303.699,Jag förstår
316.399,317.1,Just det
317.6,320.8,Det är viktigt att man just socialiserar
344.5,350.5,Just det många föräldrar skulle nog vilja ha en sån här app just för att de är oroliga att någonting ska hända deras barn
357.3,358.1,Just det
367.5,368.199,Mm
369.699,370.3,Mm
381.399,382.1,Mm
393.8,394.399,Just det
397.8,404.399,Det låter som att du tänker att den här appen skulle kunna ha väldigt stor påverkan på de som använder dens liv
411.3,414.0,Jag förstår jag hade inte tänkt på det
414.699,417.1,Men det kanske är så det är möjligt
427.3,428.3,Inte sant
441.699,442.399,Nej
454.899,460.3,Jag förstår så du känner dig rätt negativt inställd till det här dilemmat
474.3,474.8,Mm
476.1,476.6,Mm
484.0,484.6,Mm
493.8,494.399,Hmmm
501.399,501.899,Mm
503.8,504.6,Just det
505.699,514.0,Tror du man skulle kunna ha den här appen men att båda skulle vara tvungna att ge sitt medgivande och kunde stänga av och sätta på appen när de ville
514.399,523.6,När man är ute sent på kvällen då kanske man vill att ens föräldrar ska veta var man är för att se till att man kommer hem tryggt
530.7,531.399,Mm
546.2,548.6,Ja just det det finns ju risk för det
559.899,560.7,Mm
569.7,570.2,Mm
583.1,583.5,Mm
586.2,587.5,Ja precis
588.799,590.899,Men finns det inte redan såna här appar
