start_time_sec,end_time_sec,annotation
0.7,1.199,Hej
4.099,5.2,Jag som är Karolin
8.8,9.199,Nej
9.599,12.4,Vi ska prata om tre etiska dilemman idag
16.0,21.5,Jag vet faktiskt inte vilka dilemman vi ska prata om så skulle du vilja berätta för mig vad det första dilemmat handlar om
191.8,193.0,Jag förstår vad du menar
193.199,194.0,Jag håller med dig
195.099,196.5,Det är ju allting du säger egentligen
199.699,201.8,Jag tycker inte att det låter som en bra idé med det här
202.0,203.0,systemet
210.3,216.0,Ja jag tänker på det här med att du sa att reglerna är godtyckliga jag håller med om det
216.9,220.699,Det beror ju på vem det är som bestämmer vad som är rätt och fel beteende
221.199,223.5,Och alla kanske inte är överens om det
224.099,228.599,Idén över vad som är okej kan skilja sig mellan olika kulturer till exempel
230.0,231.099,Olika
231.8,233.099,ideologier
312.699,313.6,Precis
321.6,322.399,Hmm
324.399,325.1,Ja
327.3,328.399,Det kan ju också
328.699,333.8,Orättvist är systemet Det skulle kunna öka klyftorna i samhället
334.699,340.899,Tänk till exempel någon som föds med föräldrar som kanske inte lär en de här olika
341.5,343.3,korrekta beteendena
344.3,350.5,De har väl mindre sannolikhet att de ska få många poäng när de är unga till exempel
463.699,464.3,Mm
464.6,467.3,En annan sak som jag tänkte på är att det skulle vara ganska
467.8,470.1,Det är dyrt att genomföra det här
547.2,548.1,Ja precis
548.399,549.7,Vi har ju viss övervakning
550.299,551.399,Här i Sverige också
