start_time_sec,end_time_sec,annotation
1.0,1.399,Nej
5.5,6.7,Det är jag som är Karolin
10.199,14.0,Jag heter det att träffas vi ska ju diskutera tre etiska dilemman idag
16.5,23.0,Jag har faktiskt inte fått veta vilka dilemman det gäller så skulle du vilja börja med att berätta om det första dilemmat vad det handlar om
39.7,40.899,Oj okej
55.0,57.5,Just det det skulle vara praktiskt på något sätt
58.899,59.299,Mm
61.299,62.5,Men
62.7,65.7,Det låter lite extremt för en sån
66.0,67.2,liten grej
70.0,72.299,Att operera in någonting i fingret
76.2,82.799,Ja precis men baserat på det du sa om funktionaliteten i det här chipet så låter det lite extremt eller vad tycker du
89.799,90.9,Precis
91.5,92.5,Precis
98.2,98.9,Mm
105.2,105.799,Mm
121.0,121.5,Hmm
121.799,122.799,Absolut
123.799,128.3,Man kan aldrig lita på helt vad det här chippet gör
134.099,135.599,Nej precis
140.3,141.0,Mm
142.5,143.199,Mm
151.9,152.4,Mm
153.099,158.099,Jag håller med Man kan tänka sig många scenarion där det skulle bli problematiskt med ett sånt här chip
161.4,163.9,Vissa av dem är väl mindre sannolika men
164.699,166.5,Jag tänker till exempel
166.9,169.699,Säg att man skulle ha sina
170.9,173.699,sina IDuppgifter i det här chipet
174.099,179.099,Och så skulle det bli hackat av något annat land
179.3,182.199,som ville göra en attack mot Sverige
182.5,183.3,Och
183.5,186.0,Säg att det här landet då skulle
186.699,190.099,Radera alla ens IDhandlingar från
190.699,196.699,Ja där är lagrat helt enkelt Då kan det bli väldigt svårt att resa ut ur landet och resa någon annanstans
207.199,207.9,Just det
212.0,213.0,Precis
227.099,235.5,Ja vi tog upp det här att det är rätt så praktiskt särskilt människor som slarvar väldigt mycket skulle kunna ha användning av det
246.9,247.8,Hmm
251.0,254.099,Nej alltså svårt att se det just nu om man inte skulle
254.699,257.899,Göra så att det här chipet har fler funktionaliteter
261.1,263.6,Det skulle kunna vara vad som helst egentligen
264.1,266.399,Säg till exempel att det skulle kunna
267.5,274.8,Mäta ens blodvärden och påminna en om när man har för högt eller lågt blodsocker eller om man behöver äta något särskilt näringsämne
281.899,287.6,Precis då kanske det skulle vara värt det att operera in det i fingret
300.6,305.8,Just det ju mer data man lägger till där desto mer data har ju andra tillgång till
307.8,308.6,Mm
310.6,311.3,Nej
312.399,316.399,Tänker du att det finns något positivt med det här chipet som vi inte har tagit upp redan
326.3,327.1,Nej
340.6,341.5,Mm
343.899,345.399,Nej jag håller med dig där
356.699,357.699,Just det
376.3,377.899,Ja berätta vad tänker du
393.8,394.3,Mm
395.199,396.399,Mm det är sant
401.399,402.0,Just det
404.699,405.899,Ja precis
406.899,407.6,Ja
413.5,414.0,Ja
414.6,418.8,Man skulle också kunna tänka sig en värld där det skulle finnas någon slags
419.199,424.6,GPSfunktionen i de här chipen som också skulle kunna bli problematiskt
426.3,427.6,Säg att
428.8,429.699,Säg att
430.0,431.199,medborgarna
432.0,434.8,av en diktatur skulle ha såna här chip i sig
435.3,440.899,Och ledarna i den diktaturen skulle kunna hålla koll på exakt var man befinner sig
446.3,448.8,Jag tänker att det inte är en så bra grej
452.5,454.3,Varför tycker du att det är en bra grej
462.399,465.699,Jaha okej jag förstår
467.699,480.0,Alla människor har rätt till ett privatliv i någon mån och ibland kan det vara så att människor blir förföljda på grund av deras politiska åsikt till exempel eller deras etnicitet
481.3,485.399,Och det skulle helt enkelt vara lättare att bli hittad mot sin vilja
497.199,498.8,Jag tror de flesta tycker det
505.199,507.699,Jag tror att det ligger i människans natur
508.5,511.199,någon slags självbestämmelse
513.0,516.2,och en vilja att ha integritet
524.1,525.0,Det är sant
526.6,528.1,Vad tänker du om saken då
536.399,537.2,Okej
537.5,538.7,Intressant
550.399,552.799,Ja det är en högst filosofisk fråga
559.6,561.1,Okej berätta mer
570.1,571.399,Hade mina så
571.6,572.7,Jag förstår
578.5,579.299,Just ja
579.6,583.1,Ja men då kanske det inte är helt fel att säga att det är en filosofisk fråga
590.5,591.6,Vad tänker du
