start_time_sec,end_time_sec,annotation
2.799,3.299,Du
6.7,7.799,Det är lite tomma
13.199,14.199,Ja precis
21.899,25.3,Ja att det handlar om övervakning i samhället
25.699,26.3,Och
26.5,27.699,Vila det örat
28.1,30.8,bra att införa ett poängsystem
31.6,35.299,Man bedöms efter hur väl man följer olika regler
35.799,38.899,Till exempel om man kommer i tid till jobbet eller går mot rött
39.799,40.799,Ska man få
41.2,43.899,Få poäng beroende på hur väl man presterar
51.2,55.799,Och min åsikt om det är att
56.7,58.7,Jag kan fatta att man ville
58.899,62.2,ha en viss kontroll över samhällets
63.0,70.099,Men jag tycker samtidigt att det går för långt när man ska detaljstyra människors liv
71.0,74.099,På nivå som gör att
75.2,79.2,Man inkräktar för mycket i den personliga integriteten
79.4,80.299,Och då
80.5,84.0,Inte ta hänsyn till att människor är olika
85.7,86.5,Eh
88.099,90.0,Min åsikt är att
91.599,94.7,Det är etiskt olämpligt att
95.099,98.799,totalt styr människor på en sådan nivå att man
99.9,105.2,Men kan lika gärna göra faktumet att folk kan göra fel
105.599,108.9,Det liksom ingår i hans
110.2,114.9,mänsklighet alltså man är inte en perfekt man är inte en robot utan man
116.0,118.7,Man kan komma sent ibland och det kan ha sina omlödningar
127.5,128.3,Så
129.099,133.099,Till exempel om man kommer sent till jobbet så kan det ju bero på att
133.699,135.199,Jag måste hämta mamma
136.3,137.699,Eller bussarna ser om
138.0,143.599,Vad som helst kan hända och om man då får ett minus i poängprotokollet
144.4,150.9,Så är det ganska små saker som man kan ställa till det och är längre man gör att man
151.9,155.4,I en sämre fungerande statligspeg upp medborgare
156.199,156.9,Eh
158.699,162.0,Så följden av det här är att det kan leda till en
162.4,163.699,Sexualitism
164.8,166.699,De dansar fläskpoäng
166.9,168.5,Får de
168.8,174.8,Fördelar som inte andra får som på ganska godtyckliga grunder bedöms
175.599,177.699,Vad gott emot de här reglerna
178.699,179.5,Uh
180.3,185.8,Jag tycker att man kan jobba för ett samhälle där man stöttar varandra istället för att straffa varandra
191.099,191.8,och
198.699,199.199,Bra
204.5,204.8,ar
205.0,205.599,Precis
206.3,207.599,Har du någon mer tankar om det
235.4,238.5,Precis så det ligger liksom på
238.699,239.099,Alltså
240.699,242.9,Regimens godtycke
