start_time_sec,end_time_sec,annotation
0.6,1.1,Hej
4.0,5.799,Jag ville berätta om det andra dilemmat
20.3,21.0,Mm
24.199,24.899,Mm
31.6,32.399,Mmhmm
43.799,44.6,Ja just det
51.899,54.7,Jag tycker att det låter intressant och jag är
55.6,57.6,Försiktigt positiv till idén
64.099,65.2,Jag tror att
66.4,68.0,Robotar skulle kunna
69.2,71.7,vara hjälpsamma i en rättsprocess
77.799,81.5,Robotar kan se över stora mängder data väldigt snabbt
82.2,85.799,Man skulle kunna hjälpa till att effektivisera processen
98.9,105.0,Jo absolut jag tror inte att robotar skulle kunna vara helt oövervakade och döma människor
115.4,120.7,Ja åtminstone som tekniken ser ut idag så kan robotar göra fel
121.2,123.4,Då är det bra om det finns en människa där
123.7,126.799,Som kan se över så att det blir rätt till exempel
127.299,128.4,blivitet
128.699,133.8,Väldigt ovanligt fall där det kanske inte finns så mycket data från tidigare
134.5,136.699,Då blir det svårare för roboten att döma
142.4,143.9,Absolut det tror jag
149.0,151.099,Jag skulle inte säga att det inte är någon skillnad
162.3,164.199,Ja det var en svår fråga
170.5,172.199,Inget definitivt svar
191.4,193.099,Mm jag tycker det är svårt
198.8,203.099,Att säga exakt vad som skiljer en människa från en robot tycker jag är svårt
206.199,210.9,Men jag menar ju inte att det inte finns skillnader det finns jättemånga skillnader förstås
215.599,216.4,Ja
216.9,223.0,Människor lever ju i den klassiska bemärkelsen och de har erfarenheter av ett helt liv bakom sig
223.3,225.199,De växer också upp med
227.3,230.099,känslan för rätt och fel någonting som de får
231.699,234.8,Lära sig att känna redan från barnsben
239.099,241.199,Hur menar du att robotar skulle göra det
251.099,252.099,I och för sig
259.399,262.399,Jag tror att det är skillnad ändå
263.6,269.6,Människor har ju också ett annat känslomässigt liv skulle jag säga utan att vara expert på ämnet
282.5,286.399,Jag skulle inte säga på det sättet som vi tänker på känslor i alla fall
287.399,288.399,Vad tror du
294.1,294.5,Nej
301.1,304.6,Mm inte ens djur kan ha känslor eller
306.6,307.399,Okej
308.699,309.8,Det tror jag också
316.899,317.8,Intressant
322.199,323.8,Nej det skulle jag nog inte
328.699,329.699,Absolut
337.5,338.399,Det tror jag
340.899,343.3,Det känns som att du bara intervjuar mig här
344.199,345.6,Vad tänker du om saken
353.899,355.699,Ja nu fick en på ditt perspektiv
365.699,366.399,Hm
367.3,368.0,Mmhm
368.399,369.199,Intressant
386.3,386.899,Hm
396.399,397.199,Intressant
409.6,410.399,Ja just det
419.399,419.8,Mm
426.1,429.1,Mm skulle du vilja ge ett konkret exempel
438.8,439.399,Mmhmm
454.399,455.3,Mmhm
458.8,459.6,Ja just det
459.899,460.399,Ja
461.6,461.899,Ja
468.199,469.899,Ja det är sant det tror jag
474.3,476.0,En fråga på ämnet
476.899,480.0,Skulle du säga att en robot skulle kunna begå ett brott
482.6,483.199,Rätta
495.0,496.5,Ja jag kom på den precis
510.899,511.5,Just det
511.8,512.399,Mm
520.5,521.299,Intressant
522.299,523.5,Det är sant ja
523.799,524.5,Det skulle jag
529.7,530.1,Ja
534.899,535.6,Vänta det
538.7,539.2,Nej
539.5,540.5,Det känns helt okej
553.2,555.5,Det finns ju vissa filosofer och neuro
555.799,558.899,Forskare som påstår att människan inte har en fri vilja
559.299,559.899,Och
560.7,563.5,Vissa som får höra det blir ofta väldigt upprörda
569.6,570.0,Det
570.5,572.7,Många faktorer som påverkar det tror jag
573.0,574.2,Delvis att
576.299,585.7,Många religioner baseras på att människan har fri vilja så på något sätt har man lärt sig det men också så tror jag att det känns som att man har fri vilja när man är människa
586.799,588.0,Men vad tror du
595.7,596.299,Mm
