start_time_sec,end_time_sec,annotation
1.8,2.399,Hej
5.4,6.099,Ja
6.7,10.099,Det andra dilemmat handlar om
10.9,18.0,Ett företag som har skapat en övervakningsfunktion som föräldrar kan installera på sina barns
18.5,19.699,med telefoner
20.0,20.8,Eh
21.1,26.0,Och nu har de kommit med en ny funktion som innebär att
26.3,28.899, barnen även ska kunna övervaka sina föräldrar
34.96,35.76,ehm
36.2,39.799,Dilemmat var väl är det här
40.2,41.7,Positivt eller negativt
42.2,45.0,Borde man verkligen barn och vuxna kunna
45.299,48.7,Övervaka varandra på det sättet och i den utsträckningen
55.1,57.1,Själv tänker jag inte att
57.299,58.7,Det är en bra idé
59.299,63.299,Varken för barn eller för vuxna att övervaka varandra
63.799,67.299,Kanske lite mer att föräldrar ska kunna övervaka sina barn men
67.599,70.4,Barnen måste också lära sig sin frihet
70.799,72.299,på navelsträngen liksom
72.5,73.5,De som alltså
74.0,75.799,Mobbaren måste växa upp någon gång
76.099,80.299,Och när de är vuxna kommer de inte ha sådana föräldrar som kan vara där och hjälpa dem hela tiden
80.799,84.799,Någon gång måste barnen själva få någon självständighet
85.5,87.2,tillit och respekt
87.599,88.2,Ja
88.7,92.799,Vilket är varför jag inte ser någon anledning till att föräldrar ska övervaka sina barn
93.099,96.2,I den uppsäckningen barn måste observera misstag
96.799,97.5,Eh
98.0,99.099,att få göra fel
101.599,103.9,Alltså göra fel
104.2,108.2,Lite i detta visade att de kom hem för sent för att de var ute för länge
108.7,112.4,Man måste våga tänja på gränserna men också
113.4,117.4,Det kommer bli alldeles för hårt kontrollerat
119.099,119.7,Eh
120.4,122.0,Barnen kommer aldrig få någon frihet
127.7,129.0,Ja jag tror det faktiskt
129.699,134.0,Och jag tror också att barnen om man blir så pass övervakad av sina föräldrar
134.5,137.3,Så kommer man antingen göra revolt mot sina föräldrar
137.9,142.4,av att flytta hemifrån om man är fjorton eller så kommer man bo hemma för resten av sitt liv
143.0,145.699,För att man vågar
146.099,148.0,Klarar sig inte utan såna föräldrar
149.3,149.9,Ja
150.099,154.9,Man känner att man inte kan leva utan att ens förälder vet vad man gör hela tiden
156.199,160.099,Så det kan bara slå åt två håll och båda håll är fel
160.599,163.9,Istället för att gå en naturlig riktning
165.3,168.9,En naturlig fas in till vuxenlivet
173.9,177.4,Och på samma sätt tycker jag att barnen inte har någon rätt att
178.0,180.8,Liksom övervaka sådana föräldrar för att
182.0,186.099,Föräldrarna måste också få sin frihet När man är förälder så har man
186.5,190.0,hela tiden dygnet runt ett ansvar över sitt barn
191.199,191.699,Okej
191.9,195.4,När man väl då är på jobbet eller tar en kaffe med en kompis eller
195.599,198.4,Går och fikar då måste man kunna få göra det utan att
198.8,200.699,Barnet hela tiden ska
201.099,202.5,liksom finnas där
203.199,207.599,Vuxna måste också få vara ensamma föräldrar måste också få egen tid
218.599,219.5,Ja jag tror det
220.0,223.599,Jag tycker att föräldrarnas frihet hade i alla fall inte
224.0,225.599,funnits kvar heller
225.8,230.4,Och samma sätt som barnets frihet inte finns kvar så hade inte föräldrarnas frihet funnits kvar
234.8,235.699,Eh
236.099,236.8,Jo men
237.699,241.199,På samma sätt som att en förälder med små små barn
241.5,246.099,Måste få gå på toa själv för att få lite ensamtid
246.5,248.3,Så vill ju en förälder
248.699,251.9,Stora tonårsbarn också har den egensidan
252.3,255.0,utan att deras barn hela tiden knackar på dörren
255.699,260.1,Och när man har lite äldre barn så klarar sig barnen själva på ett annat sätt än när man har
260.6,263.1,Småbarn i förskoleåldern
264.1,264.699,Eh
265.399,267.1,Men om man har en sån här
267.6,269.3,övervakningsapp så har
269.6,272.3,Föräldrarna förlorar hela sin frihet
272.8,274.6,leva sina egna liv
274.899,278.399,Alltså barnens och föräldrarnas liv är helt sammanflätade
278.699,281.699,Istället för att någon ska få ha lite
282.8,283.199,moment
284.0,290.899,En snabbt och berätta om när man kommer hem från jobbet Var har du varit idag var har du gjort idag Nej men jag har ju övervakat din mobil
291.199,294.6,Och vad kö har varit och vad du har gjort hela dagen så jag vet redan
300.199,301.199,Absolut
302.399,303.6,Ja det tror jag
304.0,309.5,Den sociala interaktionen framför allt för barn som växer är det extremt viktigt
309.8,312.3,få träna på social interaktion och
312.5,314.199,Ja det är ju också förminskats
321.0,321.899,Exakt
324.8,325.3,Ja
325.6,333.1,Så jag tycker inte att det här är ett bra förslag heller Sen absolut att jag förstår att föräldrar vill hålla koll på vad sina barn gör
333.5,335.199,Men jag tycker inte att det är
336.1,336.6,Ja
337.1,338.699,Att man har för bra koll
339.5,340.899,Man måste också våga
341.399,343.6,Släppa på hämnarna lite
349.3,349.8,Mm
352.1,352.399,Men
352.6,356.0,Man måste också våga lita på att barnen klarar sig själv
359.399,362.199,Barnen blir ju bara irriterade om man är för få
362.6,366.8,Föräldrarna blir irriterade om man inte ja det är en sån rundgång
367.699,369.3,Jag tror att det blir en ond spiral
371.1,375.199,Och sen vet jag också många som har hitta vänner
375.899,381.1,Att man kan lägga in så att man ser vart ens förälder är
381.5,389.3,Men jag tycker inte att det är nödvändigt Jag vill ha mitt privatliv och så kan mina föräldrar ha sitt privatliv
389.6,393.5,Berätta om vårt privatliv för varandra istället för att övervaka varandra
404.399,407.3,Men framför allt för relationerna så kommer det
407.699,410.199,Alltså för att orsaka stora problem
413.899,414.6,Nej
417.1,419.399,Ja jag tror absolut att det kan vara så
419.8,422.8,Det måste inte vara så för alla men jag tror att för majoriteten
423.6,425.699,Så hade det nog blivit så
433.899,435.399,Så jag tror inte att det hade varit
436.899,438.0,Är positivt
448.399,450.399,utan jag tror snarare att det påverkar
451.3,453.699,Majoriteten väldigt negativt
462.6,466.699,Jag tycker det är jättebra att man kan ha lite koll på vad varandra gör och så men
467.0,469.899,Jag tycker inte att det finns någon anledning att
470.399,473.399,Övervakar vad man gör vart man är
473.899,475.8,Vem man smsar med
477.699,480.899,Det blir för kontrollerande det är samma sak som med
481.199,484.0,övervakningskameror och poängsystem
484.6,488.6,Det blir för mycket övervakning
489.0,493.3,Man måste få ta sina egna beslut och man måste få ha en egen vilja
494.399,499.6,Bland annat blir det inte demokratiskt även om det är din förälder som säger att du måste ha den här
499.899,502.899,övervakningsappen så blir det inte demokratiskt
523.799,524.399,Ja
524.7,529.299,Alltså både ja och nej jag tror att det hade varit bättre om det finns ett samtycke
530.2,533.899,Men det absolut bästa hade ju verkligen varit om man kunde välja själv
534.2,536.7,Men samtidigt kan det också slå bakut och
537.6,540.0,Då vet ju när man stänger av då vet ju
541.1,546.0,Mina föräldrar att jag gör någonting dåligt eller någonting som jag vill att de inte ska veta
549.899,550.6,Eh
551.6,552.2,Också
553.0,559.399,Om jag sedan sätter på igen jag tror att det hade skapat konstiga konversationer
562.399,563.1,Eh
563.7,566.799,Så jag vet inte det är en svår fråga det där men det är någonting som
567.299,569.1,Jag tror det är upp till var och en
569.299,571.899,Men jag hade nog inte tyckt att det var trevligt
572.5,577.0,Och sen kan jag dela min plats när jag ska gå hem
577.2,578.299,sent och kvällen
579.6,582.6,Jag delar min plats bara då i tre timmar
588.7,589.799,istället för att
591.899,596.5,Jo det finns ju alltså platsappar men jag vet inte om det finns övervakningsappar
598.0,598.7,Ja
