start_time_sec,end_time_sec,annotation
2.399,3.299,Det är
7.799,12.0,Ja det här dilemmat är huruvida
12.4,16.3,Man som person skulle vara okej med
17.199,18.8,Att ha ett chip
19.199,20.899,Inget är alltså
21.399,22.0,Ett chip
22.5,24.3,Ja ett chip som
25.199,27.199,kan användas för att
27.399,27.899,Jag tror
28.5,31.3,Ja men SLkort busskort
31.899,35.1,Betalningar och sådana saker
36.5,37.1,Eh嗯
39.2,42.1,Det skulle sitta mellan
42.5,48.1,Som manoperakfingret och var i storleken av ett riskorn ungefär
51.0,51.799,Ehmm
52.2,54.1,Så vad tycker du om det
65.299,66.599,Vad var för det
82.9,86.799,Okej vad tänker du är några av nackdelarna
97.599,98.599,Tror du på dem
98.9,101.5,Som då anses mer konspiratoriska
107.299,108.0,Vad då
140.0,141.099,Ja det är sant
141.8,142.5,Ja men det
144.099,145.199,Nej förlåt mig
145.5,146.0,Fortsätt
151.9,156.3,Ja eller alltså att argumentet är lätt att du blir korrupterad
165.4,165.9,Ja
166.9,174.5,Jag tänker också på som jag gör nu när man ska in i till exempel en
174.8,176.699,MRI att jag
177.699,180.3,Kan det ställa till med problem då
183.099,187.599,Men alltså att man har någon typ av metallföremål inuti sig
197.199,201.8,Ja men det kanske går att åtgärda med forskning jag vet inte
209.0,209.8,Ja precis
210.3,210.9,Eh…
212.5,213.9,Och sen
214.199,216.0,Visseligen så
217.3,221.3,Jag kan tänka mig att om det här chippet skulle bli en
222.199,224.699,Ett utbrett fenomen
225.599,226.5,Att
226.9,232.699,Och säga att alla i omgivningen skaffar det att det skulle vara svårt
233.5,234.699,att säga nej
240.199,241.3,Och ehm
242.0,245.199,Lite som hur det var med iPhones
245.5,247.9,Om man för några år sedan visste att
248.4,250.8,Alla skulle ha dem på sig hela tiden
252.099,258.0,så kanske man skulle blivit förvånad men nu har det utvecklats
258.3,259.399,självklar del
265.3,265.8,Eh…
266.8,270.3,På det liknande sätt då skulle kanske det här chipet
271.199,274.8,bara problematiskt att tacka nej till
285.899,286.699,Ja exakt
287.199,287.8,Um
288.8,292.8,Men just nu så känner jag att det skulle vara obehagligt också
295.3,298.699,Men det finns ju till exempel
299.3,302.399,Piller i form av metall som man
303.0,305.1,Opererar in under huden redan
310.399,316.6,Jo men jag har inte det själv men det är väl i form av pstavar eller så
317.199,319.899,Som man får insatt i armen
325.899,329.0,Och det har väl hjälpt många
332.949,333.869,mhm
335.5,338.3,Men det känns ändå också som att
338.6,341.6,Ja men som du sa att det skulle vara lätt att
342.6,345.6,Ja men börja liksom styra
346.0,346.399,Eh
346.8,348.3,Om de här chipen är
349.6,351.399,uppkopplade på något sätt
355.1,357.699,Tror du att de skulle vara det
358.899,361.8,Det blir ju som en iPhone som man liksom
363.6,366.8,Ja men att man är påslagen nästan på något sätt då
390.199,390.8,Vadå
401.899,405.1,Hur skulle det pillas då
418.199,418.5,Nej
419.899,422.1,Men kan man det med sin kod
429.699,430.1,Okej
431.6,432.199,Oj
432.399,436.6,Hur menade du att det här chipet skulle vara mer som ett
437.5,439.6,Din kod delas av människor
444.0,445.1,Jag
445.199,447.0,Det som är troligast att
447.199,448.6,uppstå
448.899,449.699,bara år
458.589,459.069,ja
459.5,460.5,Men om du får gissa
472.76,473.16,ja
474.98,475.66,mhm
476.6,480.699,Nej jag vet inte jag undrar om det också skulle vara aktuellt att
482.1,489.699,Kan man lagra minnen som foton ur det här chipet också om det skulle utvecklas
495.5,499.699,Men alltså som att man skulle kunna liksom
500.1,504.399,Ja men spara ner vissa minnen som att ta bilder
506.3,507.699,Den typen av sak
518.899,519.299,Nej
522.2,524.399,Förlåt du höll på att säga någonting
528.44,534.6,Nej eller just nu så känns det som att jag absolut inte skulle
535.299,539.6,Jag är för rädd just nu men det är svårt att säga
542.799,546.399,Alltså om det blir en del av samhället
547.399,550.6,Så finns det också en risk att de som inte hoppar på det
551.299,553.0,Han hade utanför
553.6,555.799,Samhället det blir på som
556.399,558.399,Ja men äldre människor idag
558.7,559.5,Inte
560.2,564.1,Vetser de ska betala med bankid och liknande
570.7,571.2,Ja
571.5,572.5,Risken finns ju
573.0,574.0,Men
574.299,575.7,Det känns ändå som att
576.5,578.399,Man nästan skulle föredra det
585.0,585.799,Håller du med
593.7,594.6,Varför det då
