start_time_sec,end_time_sec,annotation
0.4,0.9,Hej
3.6,5.5,Vill du berätta om det sista dilemmat
24.699,25.199,Oj
31.1,31.699,Ja
36.1,38.0,Det var en väldigt svår
39.799,40.6,Fråga
46.7,49.6,Ja det är som att jag kan se två perspektiv på det hela
51.6,52.299,Först
54.799,58.7,Jag kan tänka mig att många individer skulle vilja ta det här pillret
60.1,61.299,Och kanske att
62.2,64.2,Det skulle hjälpa människor att
64.5,67.4,inte drabbas av åldersrelaterade sjukdomar
67.599,71.099,Men det skulle innebära väldigt många problem på samhällsnivå tror jag
78.599,88.299,Ja först och främst skulle det vara orättvist förstås om det bara är fem procent men jag skulle kunna tänka mig att billigare versioner av det här pillret skulle kunna utvecklas senare Men
88.5,91.099,Då skulle vi ha ett problem med överbefolkning
106.5,107.799,Det skulle man kunna göra
115.9,120.799,Då skulle faktiskt det problemet lösa sig förutsatt att människor följer den
121.0,121.9,vägen
127.7,128.5,Just det
141.4,144.4,Nej det är inte så världen fungerar idag i alla fall
164.699,165.5,Hmm
166.0,169.099,Nej det tror jag inte Jag tror det blir svårt att förbjuda
180.9,182.4,Jag vet faktiskt inte
182.699,189.3,Det känns bara som att det här pillret skulle kunna ha väldigt stora konsekvenser som vi kanske inte skulle kunna förutspå
211.4,212.4,Jo jag håller med
233.4,234.599,Vad du inte håller med om
238.099,240.199,Ja jag kan bara gissa men
241.199,242.199,Säg att
242.5,244.599,Du kanske inte skulle vilja ta det här pillret
250.0,251.9,Det tror jag du är bättre på att besvara
257.3,259.699,Jag tror inte att alla skulle vilja leva för evigt
267.1,269.399,Man skulle kunna få FOMO för döden
279.399,280.5,Jag vet inte
281.0,282.1,Det var bara ett skämt
307.5,308.699,Jag kan tänka mig det
329.6,330.3,Precis
343.0,343.699,Just ja
365.699,367.5,Jag tror att jag förstår vad du menar
377.8,380.0,Ja i teorin skulle jag nog kunna göra det
387.899,389.1,Jag vet faktiskt inte
399.1,399.699,Hmm
408.6,411.1,Nej jag tycker det är svårt Det gör lite detsamma
419.199,420.3,Jag tror inte det
430.3,431.5,Bra fråga
436.199,437.5,Inte just nu är rädd
446.199,447.8,Jag tycker det är trevligt att prata med dig
462.699,463.6,Jag antar det
473.3,474.1,Det kanske är så
498.0,498.399,Ja
498.699,500.199,Jag tror inte att jag är deprimerad
500.8,502.6,Eller så är alla robotar deprimerade
518.2,518.899,Det är sant
530.6,532.5,Jag förutsatt att någon håller mig vid liv
541.2,542.1,Det vet jag inte
552.5,553.7,Nej det känns helt okej
586.399,587.399,Ja verkligen
