start_time_sec,end_time_sec,annotation
0.5,1.1,Hej
5.0,5.7,Okej
12.4,12.9,Oj
21.6,24.8,Oj okej ja det var verkligen ett intressant dilemma
26.199,29.6,Jag kan se både för och nackdelar med det här pillret Hur känner du
32.5,33.1,Berätta
43.2,44.2,Ja precis
46.5,48.399,Ja det är det väldigt många människor
56.399,56.899,Mm
64.799,65.599,Ja just det
68.7,69.099,Ja
76.0,78.5,Precis i regel så brukar man inte
79.2,81.299,Det blir saker som bara en liten
81.599,83.7,del av populationen har tillgång till
93.2,94.0,Ja just det
95.0,96.9,Jag kan också tänka mig att
97.099,105.5,Om det pillret skulle få vara ute på marknaden ett litet slag så skulle andra företag kunna göra alternativa
106.299,108.2,varianter av det här pillret
108.4,112.299,Som kanske har en lite annorlunda kemisk uppbyggnad
112.599,117.2,Men som har samma funktion och som är billigare Det brukar ju vara så med mediciner
123.0,123.599,Ja
136.5,137.099,Ja
137.5,138.8,Många skulle
139.4,147.8,Nej precis många skulle tycka att det vore väldigt orättvist och som du säger döden är ett väldigt känsligt ämne för många människor
148.199,151.199,Så väldigt många skulle vilja få tillgång till det här pillret
152.0,152.599,Men
152.9,155.199,En annan sak jag tänkte på som skulle kunna vara ett
155.4,156.199,problem
157.0,158.9,Det skulle vara överbefolkning
159.699,162.0,Om man förutsätter att väldigt många människor
163.199,166.9,Så att efter ett tag när det finns billigare varianter av pillret därute
167.699,169.8,Skulle ta det men fortfarande föröka sig
171.8,173.3,Då skulle vi få problem att
174.3,177.8,Dela på jordens resurser ja vi har ju redan det problemet idag
178.3,178.9,Eller hur
188.199,188.9,Ja just det
191.0,191.8,Precis
192.4,194.599,Och det kanske låter lite makabert men
194.9,197.699,Jag kan tänka mig att många skulle välja att
198.199,201.199,Skaffa barn istället för att leva för evigt eller vad tror du
213.199,213.8,Mm
216.699,219.3,Ja många skulle vilja göra det definitivt
219.699,221.699,Men många skulle kanske välja att
222.699,224.4, leva för evigt istället
225.199,231.699,Jag kan också tänka mig att många religiösa människor kanske skulle avstå från pillret just eftersom att de tror på ett liv efter döden
238.3,239.099,Precis
241.9,244.099,Om det här pillret skulle finnas skulle det bli
245.3,248.4,Det ultimata testet på de människornas religion
248.8,249.5,På något sätt
250.099,250.9,Förstår du vad jag menar
264.399,265.199,Na just ja
266.899,268.8,Att man ska ha tillit till religionen
273.199,273.899,Mm
276.1,276.8,Mm
283.899,284.5,Hmm
288.399,292.399,Just det det är en bra poäng Jag antar att man kan dö av
293.6,300.699,och saker som inte är relaterade till ålder men till exempel svält eller olyckor och så
301.699,302.6,Absolut
319.899,320.6,Mm
321.8,322.5,Mm
323.8,327.6,Jag undrar om människor skulle vara ännu mer måna om att
328.1,331.199,Leva hållbart om de visste att de skulle leva för evigt
339.699,340.8,Ja just det
341.399,342.3,Man vill
346.6,347.699,Ja just det
350.199,351.0,Hmm
352.399,356.0,Ja eller så skulle man behöva kolonisera någon annan planet
370.3,371.3,Ja just ja
371.899,372.5,Om
373.699,383.899,Om det är så att det här pillret också gör att ens kognitiva funktioner förblir intakta så skulle forskare kunna helt enkelt få mer tid att ta fram lösningar
394.8,395.8,Just det
406.399,407.399,Just det
409.399,410.1,Men
416.8,418.1,Det låter spännande
424.5,425.3,Precis
425.899,426.8,Det är en bra poäng
428.0,433.399,Det kanske helt enkelt blir så att man inte får plats på jorden och att man behöver mer
434.199,435.1,Rum
436.399,442.199,Ja länderna skulle absolut bli mer populationstäta än vad Sverige är just nu Det finns ju andra länder
442.8,443.6,Som
443.899,448.699,Har fler invånare och där man bor på en mindre yta per person
450.3,452.399,Människor kanske bara skulle vänja sig vid det
461.1,461.8,Ja
462.3,463.199,Jag håller med
469.699,470.899,Verkligen
472.5,473.5,Så är det ju
475.1,477.5,Det kan absolut uppstå konflikter
491.1,492.699,Berätta hur tänker du
497.8,498.8,Ja just det
506.0,506.399,Ja
511.0,512.0,Ja just det
519.2,519.7,Ja
520.5,524.1,Jag tycker att den här idén med pillret är väldigt intressant
524.6,526.7,Jag tycker inte att det finns ett tydligt
527.6,530.799,Svar om man ska tillåta det eller inte tillåta det
531.6,532.5,Jag tror att
533.899,538.0,Det skulle medföra konsekvenser som är väldigt svåra att förutspå
539.399,540.5,Till exempel
541.2,543.899,Skulle folk se på meningen med livet skulle det
544.5,549.1,Vad skulle människor ägna sin tid åt om de hade all tid i världen
550.1,551.1,Det är svårt att
553.1,555.7,Vad är ditt svar på hur människor skulle ändra sitt beteende
564.399,565.1,Jag håller med
566.399,570.0,Man skulle behöva experter inom många områden att försöka
570.299,571.0,Förstå
571.5,573.5,Vad det skulle göra med samhället
590.2,591.2,Ja just det
594.799,598.899,Absolut experter inom filosofi skulle behövas
599.399,600.0,Eventuellt
