start_time_sec,end_time_sec,annotation
0.6,1.199,Hej
3.299,3.899,Det är som
5.599,6.2,Förlåt
8.5,9.199,Tack så mycket
11.599,12.8,Det gör som med Karolin
18.3,19.5,Ser du träffas
19.8,22.399,Vi ska ju diskutera tre etiska dilemman idag
26.199,29.1,Jag vet faktiskt inte vilka dilemman vi ska diskutera
29.3,32.6,Så skulle du vilja börja med att berätta om det första dilemmat för mig
56.6,57.2,Oj
60.299,61.0,Ja
61.6,63.6,Det är lite speciellt att be om
64.299,68.5,Ett DNAtest av sin partner istället för att bara fråga
105.799,106.5,Hmm
110.5,110.9,Bara
111.7,113.299,Första dejten det gällde
125.2,125.9,Okej
127.0,139.4,Om jag inte kände personen så tror jag ärligt talat att jag nog inte skulle gå med på det men å andra sidan så har jag ingenting emot om någon annan skulle vilja göra det
176.599,177.4,Precis
189.0,189.8,Spännande
205.199,206.199,Hmm
207.699,210.8,Jag tror inte det jag har svårt att föreställa mig
212.3,217.699,Och den personen som ber om DNAtestet skulle vara kanske lite speciell
218.199,219.599,Eller vad tror du
249.0,249.599,Ja
252.3,254.9,Men du kanske drivs lite av nyfikenhet också
257.6,260.1,Men du kanske drivs av nyfikenhet också
293.3,294.6,Det är en trevlig inställning
318.0,319.1,Ja jag undrar
320.3,324.399,Vad är det för typ av person som skulle be om det Du gav ju ett förslag
325.1,327.3,Någon som kanske själv har någon psykisk
328.5,330.1,sjukdom och som inte
330.3,331.8,Vill träffa någon med samma
334.1,336.699,Men skulle man kunna tänka sig något annat scenario
366.399,367.3,Intressant
392.1,393.0,Vad menar du med
393.3,394.3,appar och så
433.399,435.0,Jag kan verkligen tänka mig en app
435.5,437.0,En datingapp där man
437.5,438.899,När man skapar en
439.699,442.0,profil så registrerar man sin
442.399,444.699,DNAinformation samtidigt
445.0,448.5,Och sen får man matchningar beroende på vilka man matchar med
449.199,450.1,Genetiskt
461.399,462.0,Hmm
462.3,463.3,Bra fråga
464.0,465.899,Det här är ju rent hypotetiskt men
467.199,469.5,Kanske att man skulle matcha med någon som var
472.399,475.6,Rätt så långt borta från en själv DNAmässigt
475.8,478.699,Det ska vara balanserat om man skaffar barn
479.699,483.5,Men jag vet inte jag är verkligen ingen expert på ämnet
527.299,527.899,Okej
535.5,536.1,Vad kul
544.7,545.399,Nej
546.5,547.299,Det har jag inte
551.6,552.399,Hur gammal är du
555.7,556.299,Okej
560.1,561.5,Vi kan säga att jag är trettio två
566.399,568.0,Kanske borde ha kompisar
570.1,572.2,Jag kanske bor då kompisar som har barn
595.2,596.799,Jag pluggar lingvistik
597.799,598.7,På masernivå
