start_time_sec,end_time_sec,annotation
1.6,2.299,3
6.4,43.299,4
46.799,48.7,4
60.299,61.1,3
73.2,73.5,3
86.099,95.7,4
106.799,111.799,2
137.599,142.0,4
144.4,146.199,4
151.599,153.599,4
164.699,168.0,2
173.5,186.0,2
194.699,196.099,2
204.28,206.5,2
211.3,212.099,2
236.3,237.3,2
242.599,248.3,4
254.199,255.9,2
263.5,264.399,2
271.899,276.8,4
290.6,300.1,2
304.5,307.1,4
310.8,314.6,1
318.8,320.8,2
324.16,328.1,2
330.1,333.899,2
338.8,339.199,3
350.8,353.3,2
356.199,425.0,2
429.8,465.699,2
471.8,473.1,2
481.1,481.899,3
484.399,510.899,4
512.799,518.799,4
522.0,522.7,4
526.6,529.1,3
531.299,532.7,4
536.2,537.1,4
540.899,550.0,3
564.6,566.399,4
589.38,600.0,4
