start_time_sec,end_time_sec,annotation
0.5,1.1,Hej
3.1,4.299,Det är jag som är Karolin
8.8,9.9,Trevligt att träffas
11.0,13.599,Vi ska ju diskutera tre etiska dilemman idag
16.199,22.3,Men jag vet inte vilka dilemman vi ska diskutera så skulle du vilja berätta för mig vad det första dilemmat handlar om
39.6,40.0,Nej
41.299,41.799,Hmm
42.799,44.7,Det känns som en väldigt komplicerad fråga
50.5,51.5,Berätta vad du tänker
73.2,74.7,Oj det låter komplicerat
81.099,82.099,Ja jag tycker faktiskt det
88.2,88.7,Hmmm
89.0,91.7,Jag vet inte om jag har någon åsikt om åldrande egentligen
93.799,96.099,Jag förstår att människor vill undvika åldras
100.9,102.2,Ja jag förstår det
102.599,106.4,Det finns många åldersrelaterade sjukdomar till exempel som man vill undvika
106.7,111.5,Sen så är väl de flesta rädda för döden eftersom att man inte vet vad som ska hända efter döden
123.5,124.5,Precis vad tror du
138.9,141.3,Du tror att det skulle vara som att sova och aldrig vakna upp
143.3,143.699,Ja
151.0,152.699,Ja det är svårt att veta
187.8,188.3,Ja
199.199,201.3,Ja det är väl ett intressant fråga
202.099,203.9,Jag vet inte heller hur de kognitiva
204.199,206.3,delarna skulle utvecklas men
207.599,214.5,Ja om man tog ett sånt här piller då kanske man skulle kunna undvika de här åldersrelaterade sjukdomarna och folk skulle vara friskare längre
217.3,217.699,Ja
218.0,219.5,Ja det är helt klart en fördel
220.3,223.199,Men en potentiell nackdel skulle vara att
224.4,226.5,Det skulle bli överpopulation på jorden
277.699,280.699,Jag måste erkänna att jag har lite svårt att höra dig
280.899,283.399,Skulle du vilja testa att tala lite
283.899,286.199,Högre och tydligare kanske om det går
286.399,287.399,Och inte är för jobbigt
288.899,291.0,Okej nu hör jag dig bättre tror jag
292.699,292.899,Okej
301.699,302.1,Ja
314.399,315.3,Ja just det
318.3,319.0,Ja just det
319.399,325.1,Och många människor kanske skulle välja då att skaffa barn senare eller kanske inte skaffa barn alls
325.6,326.699,Om de inte kände
327.3,328.5,Någon press
329.5,330.6,Precis
337.399,338.399,Ja just det
340.0,345.899,Det är en väldigt bra poäng Det låter som att du är relativt positivt inställd till den här idén om ett piller
347.1,348.8,Ja vad roligt
349.3,353.699,Jag var lite orolig initialt men jag tycker att du kommer med bra argument
359.6,364.199,Förutom överbefolkning så tänkte jag att det blir så himla stor omställning
364.8,369.1,För många kanske meningen med livet skulle omdefinieras
370.5,371.699,Och
372.1,373.5,Jag vet inte om
374.3,378.199,Man kan förutspå alla konsekvenser som ett sånt här piller skulle ha
389.5,390.1,Ja
393.0,393.699,Nej
429.199,429.899,Nja just det
431.399,432.199,Intressant
433.6,434.6,Finns det några fler
435.1,436.5,Fördelar och nackdelar
437.199,439.0,Som vi kan komma på med det här pillret
447.1,447.5,Ja
460.399,460.8,Ja
463.3,464.0,Ja just det
464.5,467.899,Ja jag antar att man inte blir tvungen att ta pillret om man inte vill
473.0,473.8,Ja just det
474.8,475.5,Så det vi
475.699,478.8,Det finns nog ganska många som inte skulle vilja ta pillret
479.0,479.6,Kanske
485.8,486.199,Ja
492.199,492.6,Ja
493.3,495.899,Sen finns det väldigt många människor som
496.5,498.899,Genomgår ganska riskabla
500.3,500.5,och eh
500.8,502.699,Kirurgiska ingrepp för att
503.6,509.3,Se yngre ut eller åtminstone försöka se yngre ut och så och då kanske det här pillret är ett säkrare alternativ
533.2,534.2,Ja just det
535.7,536.399,Ja
537.6,538.6,Intressant
545.399,545.799,Ja
552.299,552.7,Ja
555.0,561.1,Och kanske det skulle bli bättre resultat också Sådana kirurgiska ingrepp blir ibland inte alltid lyckade
575.6,576.299,Just det
579.6,580.0,Ja
585.7,586.0,Ja
598.299,598.7,Ja
