start_time_sec,end_time_sec,annotation
0.8,1.399,Men
3.5,5.599,Jag ville berätta om det andra dilemmat
20.399,21.3,Okej
28.899,29.699,Hmmm
32.399,35.2,Jag tänker att det skulle kunna vara ganska praktiskt
45.299,46.1,Hmm
48.1,49.7,Han får inte när som helst
49.899,52.899,Men när barnen ger sitt medgivande för det
65.599,73.4,Ja det här är svårt för jag tror inte att tonåringar alltid vill att ens föräldrar ska veta var man befinner sig någonstans eller hur
75.9,78.299,Men samtidigt skulle det kunna vara bra
78.599,83.4,Både praktiskt också bra i säkerhetssyfte ifall någonting händer
86.7,87.299,grejs
101.4,103.599,Hmmm du menar att
104.0,106.5,Den här appen skulle kunna användas
106.9,109.7,i syfte att kontrollera barnen på något sätt
121.799,122.599,Hmmm
122.799,124.7,Jo så kan det nog vara
127.599,128.4,Mm
140.8,142.099,Ja det är sant
152.599,153.699,Nej just det
154.0,160.699,Men sådana föräldrar tror jag skulle kunna hitta på andra hemska saker att göra med eller utan den här appen
169.3,169.9,Mm
173.699,175.599,Ja det är sant
181.099,181.699,Hm
183.8,192.099,Ja om du frågar mig så tycker jag att det är rättvist Om föräldrarna får följa barnen så borde ju barnen också få följa sina föräldrar Eller vad tycker du
204.099,205.0,Hmmm
211.0,213.8,Jag tror också att det skulle kunna vara praktiskt ibland
219.4,223.699,Jag tänker till exempel om barnet väntar på att
224.099,227.0,när ens mamma eller pappa ska hämta dem från skolan
227.599,232.0,Då kan de se exakt hur lång tid det tar innan deras förälder kommer vara där
240.5,241.5,Hmmm
243.0,245.4,Ja då borde de kunna stänga av den tycker jag
254.099,254.8,Mm
269.899,270.5,Mm
271.899,272.699,Hmmm
275.8,277.3,Ja det är svårt
279.1,283.1,Jag tror ändå att jag lutar åt att det borde vara rättvist
284.199,294.8,Men samtidigt om barnet inte har någonting emot att föräldern har koll på var de befinner sig samtidigt som de inte riktigt bryr sig var deras förälder befinner sig så kanske det är okej
302.1,303.1,absolut
312.899,313.699,Det är sant
314.8,318.8,Om det inte skulle vara en situation där det inte går att smsa eller höra av sig
319.399,321.899,Men sådana situationer är nog inte så vanliga
327.6,328.3,Mm
333.1,333.699,Mm
346.5,347.399,Ja
352.1,354.3,En sak jag tänkte på
355.0,369.399,Men det här är ju redan ett problem med eller utan den här appen Det är ju att det kommer lagras en massa data om var vuxna men också barn befinner sig någonstans Det kan vara lite av en risk
387.6,389.199,Kontrollera hur menar du
398.699,399.5,Mm
400.1,401.3,Ja det tror jag
420.399,425.1,Alltså du menar om regeringen skulle kunna förbjuda användningen av såna här appar
427.0,428.5,Jag vet inte
439.699,441.5,Ja vissa gränser finns ju
456.6,457.1,Mm
461.1,462.399,Jag vet inte
464.199,466.699,Jag vet inte faktiskt men det är en intressant fråga
475.1,476.0,Vad tänker du
500.5,504.399,Jag antar väl att vem som helst skulle kunna göra det om de är
505.0,509.899,Om de har sett föräldrarna bete sig på något sätt som inte är okej gentemot barnen
514.0,514.6,Hmmm
531.799,535.5,Oj jag vet inte Jag vet inte vad det skulle bli för skillnad
544.1,545.6,Okej jag förstår
572.5,574.2,Du menar att man ska
575.0,577.399,Utbilda barn i
579.5,583.299,Vilka beteenden som är okej och vilka som inte är okej
584.7,586.5,Ja men det tycker låter bra
587.1,588.2,Absolut
