start_time_sec,end_time_sec,annotation
1.1,1.5,hej
4.1,6.8,eh du har inte läst du vet inte heller nej
7.0,8.3,ehm nu stod det att
8.6,8.9,ehm
9.6,11.6,nu handlade det om man skulle chippa sig
11.7,13.6,ehm och då var det att om man kan få ett
14.2,23.4,chip så litet som ett riskorn mellan eh tumme och pekfinger ehm och då var det typ så här behöver du aldrig mer oroa dig för att tappa kreditkort passerkort
23.7,24.7,busskort eller vad det vart
25.1,25.6,ehm
26.4,29.0,det eh skulle ja skulle du chippa dig?
30.8,32.2,jag känner spontant
32.5,33.2,nej
34.5,35.0,ehm
35.9,36.2,men
37.2,39.5,visst men men asså eller dels också för att
40.1,48.6,jag är inte så orolig för att jag tappar bort kreditkort eller någonting eller jag förstår det jag tycker inte det är ett sådant stort problem i mitt liv att just det skulle vara argument för det
49.0,49.9,men jag tänker att
50.4,54.1,ja men jag tänker att ett chip skulle vi kunna göra säkert men jag tänker det är väl också så
54.8,58.0,men det är som att jag eh och jag tänker att det kanske är den här grejen
58.7,63.3,alltså att någonting någonting sådant skulle komma nu och så kanske det är norm om om om tjugo år
64.0,68.5,då skulle jag nog inte göra det nu men jag kanske skulle göra det om tjugo år alltså förstår du att det är som att
68.8,76.1,jag tror att jag skulle verkligen behöva behövas vaggas in i idén typ för nu känns det ju väldigt så dystopiskt och obehagligt på något sätt
78.2,80.6,nej verkligen inte ehm
81.0,82.4,och det är också så att
83.9,93.4,alltså för för för det man blir spontant det blir ju alltså eller det blir ju hela den här ja men samma sak med ai och så vidare att det är någonting obehagligt man inte vet exakt kommer hur kommer det användas?
94.4,98.7,det var ju samma sak med mobilen att där känner man sig ju trygg och så men sedan så vet man ju också att det
99.1,102.8,finns liksom övervakning eller att det skedde övervakning av mobiler och att det såldes
103.3,107.6,alltså informationen från mobilerna såldes till ställen där man inte riktigt hade koll och så så att man har ju
107.8,109.0,koll egentligen
110.1,111.9,ja men precis så det är som att
112.7,117.2,ett chip som sitter i kroppen blir så himla mycket mer nära och därmed också
117.9,118.4,ehm
119.2,119.7,alltså
120.3,122.5,eh eh att man blir så mycket mer ehm vad heter det?
122.8,125.2,sårbar på det sättet så att ens alltså
125.5,127.3,eller jag vet inte hur räknade
131.5,141.2,exakt exakt och det är ja jag vet jag tänker ändå att med min mobil känner jag inte att jag gör så himla mycket som jag skulle tycka var så jobbigt om det liksom så telefonsamtal och sms men
142.3,147.0,jag tycker som sagt alltså i ens kropp det blir ju så himla alltså det är ju allt så
147.7,149.9,känns det som att det kan ju tracka allt på något sätt
161.7,163.1,nej exakt
166.1,169.9,men sedan sedan så tänker jag som sagt att typ att ja men de som kanske liksom är
171.1,181.4,sextio nu och var kritiska mot facebook i början när det kom men men nu eh eh förstår du vad jag menar att det kan ju också bara vara en sådan där grej eller så här men gud vad konstigt känns att ha en iPhone eller att varför skulle man ha
181.9,185.8,en apple watch eller vad vet jag men att med tiden blir det mer och mer norm
186.0,187.0,normalt liksom
190.5,191.0,ja
192.8,193.4,exakt
198.4,199.9,ja ja men precis
200.4,204.8,och det kan jag också tänka mycket med sociala sociala medier att det det ser så himla mycket men jag tänker att
205.2,207.4,det var väldigt gärna samma sak med med liksom
207.9,210.9,tv och sedan datorer och så alltså förstår du att det är
211.2,214.0,det nya är alltid obehagligt och lite läskigt
214.2,218.1,och att det också blir det här gud och jag använder det här alldeles för mycket liksom men
220.9,221.9,ja men exakt
223.1,226.2,ja men precis så med tiden så kanske det som alltså då kanske
226.8,229.4,man iallafall skulle liksom acceptera ett chip
229.6,230.8,så
231.2,231.6,ja
232.0,232.5,ja
237.5,239.1,nej exakt exakt
239.4,241.6,nej så där då är det ju ofta så jag tänker ja
242.0,244.2,de de vill ju först veta att det faktiskt
244.4,246.7,är tryggt eller vad man ska säga så liksom
247.2,249.1,det känns ja exakt exakt
249.5,250.9,men jag undrar lite så här
251.5,252.7,vad man skulle
253.3,256.5,alltså vad skulle övertyga en alltså om det här chippet kunde göra
256.9,262.9,det här och det här då kanske det skulle vara en sådan stor grej att de var så här ja det där skulle underlätta jättemycket det vill jag ha eller förstår du alltså
268.6,272.1,nej men exakt och det vet jag inte som inte riktigt vad det skulle vara så
272.7,273.9,jag tycker inte det är så här
278.9,282.2,det kanske också är lite svårt att tänka alltså komma på eh så men
282.6,284.2,men jag tänker vissa sådana här
285.8,291.1,jag vet inte någon viss kommunikation men jag menar det känns som att det har vi ju också hela tiden med sms och telefonsamtal alltså så här
291.6,294.2,man är ju hela tiden tillgänglig så vad alltså
299.1,300.5,ja exakt
301.9,302.5,ja
312.7,314.7,men för jag tänker lite på
314.9,319.1,alltså för någonting som man faktiskt inte har nu alltså typ någonting som verkligen höll koll på
319.5,320.3,hälsan
320.8,322.1,förstår du alltså att att
322.4,323.9,alltså någonting som kanske mätte
324.4,325.2,mätte liksom
326.3,326.6,mätte
326.8,332.4,mätte vad man kanske borde äta om du äter för lite protein eller för lite det här är eller för lite av den här vitaminen
332.7,335.9,eller kanske någonting som också eh skulle liksom märka av
