start_time_sec,end_time_sec,annotation
0.1,0.7,halloj
3.6,5.2,vill du berätta om det här dilemmat då?
13.5,14.0,mhm
21.4,23.8,ja du måste berätta dilemmat för jag får inte se det
24.2,25.5,det är ingen fara det är ingen fara
36.5,37.5,mhm
42.0,43.0,mhm
44.3,44.7,mhm
48.5,49.0,mhm
49.2,49.6,mhm
58.8,59.2,mhm
61.4,62.8,mhm
78.3,79.2,verkligen
79.7,80.3,jag håller med
86.8,92.8,ja alltså så särskilt det där med att någon kan styra med en dator jag menar tänk om man blir hackad eller någonting sådant
96.9,97.3,mhm
99.9,100.6,mhm
111.9,113.1,ja precis
113.3,117.7,men eh vad vad var det som hade hänt med Coop och Svenska kyrkan jag kanske känner igen det här med Coop men
122.6,123.3,mhm
123.7,124.0,mhm
129.7,130.4,mhm
134.6,135.4,mhm
137.3,137.8,oj
140.4,141.6,på eh Svenska kyrkan?
142.4,143.6,jaha varför gjorde dem det?
150.9,151.7,oj
158.5,162.5,ja det måste ju vara det eller hur det finns det låter ju som det enda rimliga
167.2,167.7,ja
173.3,173.9,mhm
175.3,176.0,jaha
178.5,179.0,ja
180.0,180.4,ja
192.7,193.4,mhm
197.2,197.6,ja
201.0,201.7,mhm
205.5,206.7,ja men det får jag också
216.8,217.8,ja nej
218.4,220.5,ja vi verkligen eh
221.1,222.6,också så här men det känns som att
222.9,228.5,folk som opererar in sådana där de måste vara ganska jag är känner mig inte konspiratorisk men de måste ju vara ganska
229.1,230.5,liksom godtrogna på något sätt
231.0,231.6,ändå
232.7,233.0,eh
244.7,245.2,mhm
250.3,250.8,mhm
251.4,251.9,mhm
254.1,254.7,mhm
256.8,257.4,mhm
258.0,262.0,och sedan som du sa bara att man gör liksom man gör ju ett ingrepp när man skaffar det
263.4,265.8,alltså för vissa människor kanske skulle
266.2,268.4,hjälpas väldigt mycket av det här om man är så här
268.7,269.5,en slarver
271.1,271.9,men
272.6,277.0,ja precis precis men eh
278.0,280.7,det känns som att det verkligen kan utnyttjas också
281.4,284.9,jag säg att säg att det skulle komma hackers så skulle någon kunna liksom
286.4,286.9,kunna
288.4,291.4,bara stoppa dig om du hade ditt pass i fingret liksom
291.9,294.5,så jag stoppar dig från att resa eller
295.5,296.0,liksom
304.0,304.5,mhm
313.2,314.3,mhm vad tänker du?
318.1,318.5,mhm
323.5,324.5,ja
330.6,331.5,just det ja
332.1,332.6,jobbigt
335.0,335.6,mhm
339.8,345.1,ja men den där kvinnan till exempel som du pratade om hon hon får liksom om det är några inbrottstjuvar
345.8,354.4,och och hon inte har nycklar hon har bara sitt finger alltså det hade väl varit jätteskönt för henne om hon hade bara ta de här nycklarna ta det ni vill ha och dra härifrån liksom
354.8,356.9,det blir ju jobbigt om det blir så här eh
357.3,359.1,det är bara jag som kan öppna det
363.5,363.9,mhm
366.4,366.8,mhm
367.1,367.7,jag håller med
373.4,373.9,mhm
376.7,377.1,mhm
380.9,381.5,nej
382.5,383.3,faktiskt inte
386.7,391.0,men om man ska försöka ja men vi vi pratade ju lite om man ska försöka vara djävulens advokat här då
391.8,395.2,eh kan du komma på några fler några fördelar förutom eh
396.0,396.6,eh
397.0,400.3,det här eh ja men att folk som slarvar med ofta
400.6,401.3,kanske skulle
402.9,403.8,tycka att det var
404.1,404.9,praktiskt
419.0,419.5,mhm
428.3,429.2,mhm
435.4,435.9,mhm
436.4,436.9,mhm
442.9,443.4,mhm
445.4,445.9,mhm
448.3,448.9,mhm
449.2,453.6,mhm ja men det är ändå bra det är ändå bra vi ska försöka ge det här en chans
453.8,454.6,men ja
466.4,468.6,mhm
476.2,476.7,ja
478.8,479.7,just det ja
480.4,483.0,då kanske tekniken är så liksom
483.5,484.1,eh
484.4,487.5,framme så eller vad säger man i framkant så att man skulle kunna
487.9,493.0,så här ja men jag köper dem här biljetten för koncert om två månader och så bara lägger jag in dem i mitt chip
493.8,496.2,och sedan så behöver jag inte tänka på det någonting
496.4,501.4,eh förrän bara jag bara gå dit till någon spärr på globen och bara lägger mitt finger där
501.9,504.0,så bara är det fixat det hade varit ganska skönt
508.8,509.1,ja
509.7,511.3,men frågan är om det är värt det
515.0,515.3,nej
520.1,520.4,ja
521.6,523.2,vad tycker du är liksom
524.6,526.4,de läskigaste med ett chip?
528.1,529.5,av alla saker vi
530.1,531.3,tog upp? tack
531.8,532.8,av alla saker vi tog upp?
542.1,542.5,mhm
544.1,544.8,mhm
550.9,551.4,mhm
559.9,561.1,mhm mhm
563.7,564.2,mhm
564.5,564.9,mhm
567.9,568.6,verkligen
577.3,577.8,ja
579.0,588.5,jag tror det är det för alltså hack hack hacking och sådant kan ju hända ändå alltså ehm banken kan ju bli hackad och alla ens pengar tas men det är någonting med att det liksom är i ens kropp som gör det
588.8,590.0,läskigt faktiskt
594.1,596.0,ja precis att det blir liksom
598.36,599.93,det är inte bara något slags
