start_time_sec,end_time_sec,annotation
2.299,2.7,Det är
4.2,6.2,Okej så då hade vi
7.2,10.699,Det sista scenariot då som är att
11.099,13.5,Vi ska ta ställning till en enda vilket gör att
14.099,18.399,Familjemedlemmar ska kunna spåra varandra
18.699,24.5,Ja men vad man gör och då är vi i ett läge där föräldrar redan har en spårningsapp där man kan följa
25.0,33.899,snabbarnsapplikationer och frågan är om företaget ska släppa motsvarande version där barnen kan följa vad deras föräldrar gör
38.1,39.899,Ja alltså man kan ju
41.2,43.399,Jag vet inte alltså man kan ju följa
44.2,45.799,Varför befinner sig
50.7,52.399,Snapchat kan man ju göra det
53.2,56.399,Jag tror att det finns andra varianter också och jag har en
57.6,63.899,Ingrid halvsyster som jag vet har blivit trackad via sin mobil en stor del av sina tonår
64.2,65.599,Ja och mamma
66.0,66.5,Ja
67.2,67.7,Eh
68.099,70.2,Och det har väl redan poängen med det
72.299,73.5,Men
74.5,77.2,Jag vet inte jag ställde mig
77.4,80.299,Väldigt negativ här och jag vet inte om jag är för
81.9,82.299,Tycker du
82.599,89.2,Jag tycker att det här är obehagligt Jag tycker att det här är liksom inte riktigt ett sätt att lära sig kommunicera på
89.5,89.9,Alltså
91.5,99.599,Jag tycker inte att barn ska behöva bli trackade av sina föräldrar jag tycker att man måste kunna lära sig att berätta var man är och vad man gör
100.5,104.5,Samtidigt som någon mån utav
105.0,105.599,liksom
109.099,110.299,Och jag vet inte
110.5,110.799,eh
111.4,115.0,Barn kommer också göra saker som deras föräldrar inte vet om
116.299,116.799,Okej
118.799,121.099,Men det är ju så och jag tänker liksom
121.4,129.9,Ändå någon typ av värld där det inte är tillåtet men där man inte har möjligheten
130.3,130.8,menar att
131.699,139.199,Det känns som att man på något sätt begränsar utvecklingen av att bli en riktig person ifall man ska vara övervakad hela tiden
145.699,157.0,Gud det hände så mycket när hon var ung som gjorde att jag ändå förstår poängen med det här för det var ganska struligt på många sätt och hon hamnade också i ganska dåligt sällskap
157.699,160.099,Problemet är väl att de gångerna som det
161.0,167.199,Användes där det var så här du sa att du var hemma hos den här personen men du befann dig på
167.699,171.4,På en Max ute i Nacka varför gjorde du det
173.699,181.0,Jag tänker det också Och det enda som hände där var ju att hon började lämna sin mobil hemma när hon drog iväg
183.099,194.699,Och då blev det ju också lite så här okej nu vill ju hon inte dela med sig av vad hon gör alls så då har hon ju hellre lagt sin mobil i en plåtlåda någonstans för att ni har liksom dragit det här kortet mot henne så om det faktiskt skulle hända något
195.0,197.3,Så skulle hon inte ha en mobil på sig att kunna ringa
199.3,200.8,Det är faktiskt ännu värre för då
201.8,207.3,men då har ju hon inte möjlighet att ringa om det händer något
208.8,215.599,Jag vet inte det känns som att det är så himla lätt att man bryter ett förtroende där om man ska hålla på och övervaka sina barn och jag vet inte
228.199,228.8,Ja
248.3,249.599,Men precis och så
250.0,254.0,Det var det ju för mig också att jag kunde ju alltid höra av mig
254.8,265.6,Jag var väl inte i taket och dog iväg särskilt mycket Men det där är ju någonting som man i en familjedynamik kanske skulle behöva utveckla
266.6,267.8,Det här kan vara
269.3,279.0,Och inte så det blir också lätt att skita i min egen familj Jag förstår verkligen varför man har det här och jag förstår att det finns jättebra poänger med det här speciellt om det händer något
280.6,280.899,Eh
287.1,293.699,Då tycker jag att det finns absolut en poäng nere men samtidigt så kan man ju använda det som en hel del av ett liksom
294.8,305.899,Ett sätt att vara förälder som undviker ganska mycket ansvar
306.199,314.5,Så vi börjar redan där med att vi orkar inte jag har uppenbarligen inga egna barn så jag ska vara försiktig med vad jag säger
315.0,317.399,Men att man på något sätt
318.0,318.6,Eh
318.8,325.6,Inte väljer att engagera sig med barnen när de är små och inte ta den tiden som man kanske skulle optimalt kunna lägga på det
325.899,337.3,Och sen så går det över i ett system också då där vi inte jobbar på att utveckla någon typ av hälsosam kommunikation och gränssättande utan istället förlitar oss på någon typ av digitalt övervakningssystem
337.699,345.5,Alltså vad har vi inte outsourcat till mobiler och iPads Det är lite jobbigt tycker jag
358.399,359.0,Tycker det
359.6,363.6,Faktiskt och det är liksom ett sätt att undvika att ta ansvar
365.899,366.8,Och nu är
369.399,374.8,Nu har jag liksom inte ens rört den andra biten där barn på något sätt skulle kunna övervaka vad deras föräldrar gör
375.899,376.399,Eh
381.3,382.1,Eller du sa
382.699,385.5,Ja men i så fall och jag tänker att där finns det väl ändå
385.899,386.8,Mer
387.699,391.8,Jag förstår vad barnen ska med det till nödvändigtvis
392.3,400.8,Men föräldrarna har ju ändå på något sätt valt att skaffa barn så att vara tillgänglig för sina barn är ju kanske inte nödvändigtvis någonting som
401.199,404.399,Jag kan ändå förstå det finns en poäng ner på ett sätt
405.6,406.1,Eh
407.0,408.0,Om de med
408.5,415.699,Ja men då kan man ju kolla då så behöver man inte ringa och fråga tjugo gånger för man vet att mamma är i affären Ja men det kanske finns en poäng med det också eventuellt
417.199,418.1,Ehmm
418.5,419.899,Men sen så
420.399,421.199,Så
421.8,426.6,Jag tycker väl inte att det här är en bra funktion heller för jag tycker fortfarande att vi kanske borde prata med varandra istället
427.6,428.199,Eh
433.3,438.699,Ja visst då får ju de säga var de är någonstans och vad de gör
440.199,440.5,Eh
444.3,446.0,Jag vet inte
446.3,449.5,Jag är också säkert för beroende
450.399,451.199,Ja men
452.0,453.8,elektronik så att
454.199,454.6,Det kanske
455.0,465.1,Man har liksom någon typ av mobilberoende men jag tycker på samma sätt att det är så deppigt att det är så det är idag Jag skulle vilja att det inte behövde vara så här Det ska inte behöva
467.0,472.0,Vi ska inte behöva ha trackers på varandra för att få veta var folk är
473.6,474.399,Om du
