start_time_sec,end_time_sec,annotation
0.4,0.9,hej hej
2.2,3.3,det är jag som är caroline
5.5,6.0,hej
6.3,6.9,eh
7.5,12.9,ja det är vi vi ska prata om de här etiska dilemmorna men jag vet inte vad det är för dilemma så jag tror du ska berätta för mig
14.2,14.5,ja
17.2,17.7,mhm
21.2,22.1,jag ska på vadå?
23.8,24.2,jaha
26.9,27.3,ja
29.9,30.6,jaha
36.9,39.0,jag har psykiska sjukdomar specifikt eller?
44.6,45.0,ja
47.6,48.8,okej oj vad svårt
50.0,51.3,jag kan tänka mig både
51.9,53.1,för och nackdelar
53.3,54.1,till varför man
54.3,55.7,skulle göra det
56.4,58.4,men om det var någon som frågade mig
59.0,63.4,alltså bara på rak arm så kanske jag inte känner att jag skulle vara så sugen på det
66.3,67.6,just för att
69.2,73.1,men men det är lite skumt bara eller vad tycker du?
78.8,79.2,ja
83.6,83.9,ja
85.4,85.9,ja
90.4,91.1,ja just det
95.1,100.8,ja just det eller åtminstone att man skulle kunna fråga först innan man behöver liksom ett dna-utdrag för att
101.2,102.5,det blir lite att om man
103.1,106.5,om man ber om ett dns-utrag ja då är det ju som att man inte riktigt lita på
107.4,111.0,eh personen om man skulle liksom fråga själv eller
111.2,112.5,om man vill göra dna test
116.6,118.4,ja precis precis
119.0,123.0,men jag kan också se situationer där jag skulle kunna förstå det ändå
123.5,124.4,till exempel
125.3,126.6,ja men tänk så här eh
127.6,131.0,någon som vet att såhär okej den nästa personen jag dejtar
131.2,136.7,det kommer vara det kommer vara den personen jag skaffar barn med för jag orkar inte ödsla tid på att dejta runt
137.1,141.0,eh och jag vet det är jätteviktigt för mig säg såhär att jag kanske har
141.6,148.1,eh anlag för de här sjukdomarna och så vill jag inte att min partner ska ha det heller för att då kanske ungen löper större risk för det typ
148.5,151.4,alltså jag tror inte att jag skulle vilja göra dig själv men jag kan ändå se
151.6,153.5,varför vissa skulle vilja göra det
167.0,167.4,mhm
168.2,168.6,mhm
173.9,174.5,mhm
175.5,176.0,mhm
177.9,178.8,eh
179.5,181.1,ja hur menar du?
191.7,193.6,ja just det ja ja men
194.2,198.6,ja det kanske finns människor som känner att de inte har råd med det för att de inte vet jag
198.8,201.4,liksom börjar bli för gamla eller
201.8,209.0,för att de har dejtat så mycket och orkar inte längre hålla på så jag vet jag vet inte men jag skulle verkligen kunna tänka mig en app
209.4,213.0,som hade som liksom hade exakt den funktionen alltså
213.3,214.8,att det var så här typ såhär
215.4,216.6,dna-tinder
220.3,221.1,eller hur
226.5,227.0,mhm
227.2,230.8,mhm precis så att man får liksom man får man får liksom som swobba
231.5,233.2,man får ge sitt saliv
233.4,235.3,när man när man skapar konto där
236.1,240.3,och sen men då är det ju liksom alla som är på den plattformen de är ju
240.8,245.8,där på samma premisser då skulle man kunna säga det blir lite annorlunda än om någon bara helt
246.1,247.4,ute eh
247.8,252.0,eh helt från de blå bara ber om ett dna-test
252.6,253.3,eh
253.6,253.8,ja
254.5,255.7,det skulle vara lite konstigt
257.7,259.9,sen tänker jag att det skulle vara
260.7,262.6,det skulle ju också kunna vara
263.3,265.7,eh lite problematiskt om en person
266.3,266.8,eh
