start_time_sec,end_time_sec,annotation
1.4,1.9,hej
4.1,5.0,ja hej
18.9,21.3,eh vilket vilket vi ska prata om?
23.3,26.5,eh då handlade det om eh robot
26.9,27.7,domare
28.6,28.9,och
29.4,33.9,och huruvida det är mer rättvist att ha typ en
34.7,35.5,ai
36.0,37.9,domare i domstolar
38.2,40.2,jämfört med vanliga människor
41.2,42.2,eh
43.0,43.3,och att
44.3,45.7,det kanske skulle
47.2,51.5,liksom eh ta bort problem med bias och så alltså
52.7,53.3,eh
54.4,56.8,ja minska diskriminering fattar jag det som
59.3,59.8,ja
60.2,60.4,och
60.6,61.4,eh
62.1,65.8,jag har aldrig hört talas om den idén förut
66.7,67.4,men
68.3,70.3,det låter ju lite läskigt
71.4,73.4,och lite bra på samma gång
73.9,75.0,tyckte jag haha
75.7,76.9,ehm
78.9,80.6,ja jag vet inte
81.3,84.3,allt det här ai tjafset är ju ganska
86.4,90.3,folk verkar ju ganska rädda jag tror inte jag är så himla rädd
92.1,94.6,så jag skulle nog ändå kunna vara öppen för
94.8,97.3,det för att det skulle liksom kunna vara en
98.7,101.6,en tillgång men kanske inte lämna
102.2,107.3,hela beslutet åt en robot utan kanske att det skulle finnas en människa
108.2,109.1,som
110.0,112.0,på något sätt kontrollerar att det är
114.8,116.7,fattat på rimliga grunder
118.4,119.3,eh
119.8,120.6,tror jag
121.5,122.7,vad tycker du?
134.7,135.3,jaha
148.6,149.2,mhm
170.7,171.3,ja
172.0,174.9,ja precis det känns ju svårt
175.5,176.9,eller för om eh
178.1,180.4,om argumentet för är
181.2,183.3,att det har varit så mycket jäv
184.0,188.3,och så ska roboten tränas på liksom tidigare domar
189.0,193.9,så lär det ju bara bli eh samma problem som upprepar sig
194.1,194.5,om
195.2,199.3,så det är om man skulle kunna träna den och tolka lagen på något såhär
201.8,205.1,eh mer objektivt sätt eller något jag vet inte
205.8,206.6,ehm
208.5,212.3,ja men ändå spännande tanke på något vis
214.6,215.2,eh
217.2,220.2,vad har du för liksom inställning till ai
220.6,221.2,generellt?
271.9,272.6,nej
277.1,278.6,ja precis
280.2,289.7,ja det känns som eh liksom man får vänta lite och se var om det faktiskt intträffar några sådana hemskheter som folk är så rädda för
290.8,291.8,eh
294.1,295.1,men eh
297.1,297.6,ja
297.9,304.0,alltså och sedan är det ju verkligen jag jag har använt den här ChatGPT roboten lite
304.7,305.5,ehm
305.9,309.2,mest typ på skoj när jag har pluggat men ibland
310.0,313.9,för att sammanfatta en text eller någonting för att liksom hjälpa till så
314.8,315.1,och
315.4,318.7,eh ibland har frågat den om saker
319.0,320.9,och fått såhär väldigt själv
321.6,324.6,självsäkra svar från den som är helt
324.9,325.3,fel
326.1,326.8,eh
327.0,328.4,och det är ju lite
330.0,331.4,det var någon gång som jag
331.7,336.1,som jag ställde en sådan fråga och och eh fick en liten sådan eh
337.0,341.4,aha moment att den är ju inte den kan ju verkligen inte allt
342.0,344.0,och den vet inte vad den inte vet
345.6,347.7,och att det kan skapa problem liksom
349.2,350.1,men
359.9,360.4,ja
380.5,380.9,ja
390.8,391.4,mhm
394.5,395.0,ja
404.4,404.8,ja
409.5,409.9,ja
422.8,423.4,ja
429.9,430.3,ja
432.4,432.9,ja
433.8,443.0,och det känns som att den kanske har bättre koll på vissa saker än andra men just sådana där rena liksom faktafrågor som inte är
444.3,445.6,eh så
447.0,453.4,det är inte så mycket att snacka om liksom när en stad grundades där tänker man ändå att den borde veta det bara
453.9,454.5,alltså
454.8,456.8,och att den inte gör det är ju lite
457.8,459.5,red flag på ett sätt
460.7,462.2,men eh
464.1,469.2,ja intressant ändå vad vad man kommer kunna använda den till
470.4,478.4,för jag tänker att den kan typ få fylla en funktion alltså en liten funktion i vissa sammanhang även viktiga sammanhang om man
479.7,480.5,eh
481.5,483.3,om man gör de bättre
484.4,485.6,eh
487.5,488.1,ja
489.0,493.3,det är ju det har ju varit snack om också såhär ai terapi
493.5,495.0,jag pluggar till psykolog
496.0,496.9,ehm
497.3,500.5,och det är vissa som säger att den en ai
500.8,503.1,gör ett mycket bättre jobb liksom
504.0,504.8,eh
506.1,507.9,men jag vettefan alltså
509.5,510.6,ja haha
512.9,513.5,vad sade du?
515.8,516.6,ehm
518.1,520.8,ja alltså bra fråga men att de
522.0,523.0,man menar att
524.5,527.5,det är väl framförallt kanske som kbt-terapi
528.0,528.7,där
529.3,531.2,det är ganska så
532.1,537.5,straight forward liksom vad som vad behandlingen skall innebära vilka steg man ska göra och sådär
538.3,541.6,eh att man inte behöver en människa till
542.1,545.0,det och att en ai robot kan
546.5,547.4,eh
547.7,551.9,jag vet inte svara mer exakt rätt kanske och vara mer effektiv
552.9,553.9,ehm
555.5,557.9,men där känns det det där
558.3,560.6,är jag inte riktigt med på tror jag
561.7,562.9,ehm
563.4,565.5,för att jag tror att den mänskliga
565.7,568.0,faktorn är så viktig i
569.1,573.4,terapi alltså det mänskliga mötet typ att det i sig är
574.9,575.6,eh
576.2,577.2,är läkande
578.4,581.3,och så är det ju inte på samma sätt i en domstol
582.7,583.8,eh
585.8,586.6,så ja
586.9,588.1,jag vet inte
