start_time_sec,end_time_sec,annotation
0.0,0.6,Hej
2.6,6.099,Vill du berätta om det näst sista dilemmat
7.799,8.199,Ja
10.599,11.599,Mmhmm
16.3,17.899,Oj okej det var speciellt
22.399,23.5,Mmhmm
23.699,26.8,Intressant Kunde han inte bara fråga
27.199,29.8,Ja okej
31.1,32.299,Okej är det nog mer
34.399,36.2,Är det nåt mer som var liksom
36.6,38.7,Den här den
41.0,41.5,Ja
44.2,51.799,Oj ja det känns som att magkänslan säger kanske att det är en lite speciell person
52.0,59.5,man ska gå ut på dejt med och kanske att det hade varit roligt ur typ ett
59.799,61.899,Antropologiskt perspektiv
62.1,66.7,Men kanske inte någon som man skulle gå på dejt med
67.4,68.099,Eh
68.599,69.5,egentligen
70.799,72.9,Alltså jag fattar att man bryr sig om sånt där
73.2,75.0,Och vissa har ju liksom allvarliga
75.7,76.9,Sjukdomar som
77.099,78.2,De inte kan
80.0,87.099,Jag har ju en blodsjukdom så jag får inte ha barn med personer med samma sjukdom
87.7,91.7,Men det är så speciellt den första dejten
92.0,93.599,Att be om det Eller vad tycker du
96.5,97.0,Mm
107.0,107.4,Ja
109.0,109.4,Aha
114.4,114.799,Ja
117.2,117.599,Ah
118.2,121.099,Jag kan typ tänka mig vad det är för person som
121.4,123.7,som vill göra det här faktiskt
124.0,126.299,Jag älskar ju
126.799,128.3,Real Housewives
128.5,129.0,Eh
129.599,131.599,Realityfranchisen
132.199,132.9,Vet du vad det är
133.5,133.8,med
135.0,140.4,Det är äldre personer det är ju kvinnor som spelar huvudrollen det är realitytv
140.9,146.199,Och de ganska materialistiska rätt så mycket pengar i förhållande till resten av
146.5,147.599,världens population
148.199,149.099,Eh
149.4,150.3,Dom
151.4,154.0,De tänker att de kan köpa sig till allting
154.699,156.0,Och jag kan tänka mig att så här
156.8,161.099,Oavsett om det är man eller kvinna någon som är lite äldre kanske fyrtio år
161.3,163.4,Har väldigt mycket
164.0,166.4,Alltså man har det bra ställt
166.8,181.599,Och så är singlar har inga barn och så tänker de så här Nästa person jag träffar den personen ska jag ha barn med det ska föra vidare mina goda gener och jag vill inte att det ska förstöras av någon annan så därför vill jag hålla koll på den här personen
182.199,185.8,Jag tänker inte slösa min tid på att dejta runt utan liksom
186.3,187.4,Men situationen är den
188.199,191.199,Och det skulle jag kunna tänka mig
191.4,193.199,En sån här person skulle kunna be om
194.0,194.5,Eh
195.199,195.599,Aha
201.699,202.3,Ja
203.9,206.199,Faktiskt Undrar varför det är så
207.4,209.5,Det känns lite materialistiskt på något sätt
209.8,211.199,Det jag menar
211.599,216.9,Ja det är viktigt att man connecter viktigt att man trivs med varann men det är också jätteviktigt att vi liksom
217.4,219.8,får bra avkomma
220.099,220.8,Sån här
224.4,224.9,Mm
227.699,228.099,Mm
236.4,236.9,Mmm
239.699,240.3,Nej
244.3,245.3,Mm mm
246.5,251.4,Samtidigt måste jag ändå säga att
252.3,252.9,Eh
