start_time_sec,end_time_sec,annotation
1.0,1.7,hallå igen
6.0,8.9,ja men eh ja men precis precis nej det är bara
9.4,13.4,trist jag hann inte höra slutet på det där resonemanget men nu är vi på nästa
15.6,17.4,eh ja då var det så att eh
18.1,22.5,eh det handlade om eh gentest inför en dejt
23.4,26.2,den lät eh lite märkligt så där men det
26.9,31.2,är en eh man ska på en dejt och sen så har ens eh
31.4,32.8,den man ska på en dejt med
33.5,39.4,har eh bett en att eh genomgå ett gentest innan för att se om man har anlag för till exempel
39.9,41.5,psykisk sjukdom och så där
46.2,48.8,ja jag antar för att se om man eh
49.7,52.6,eh till framtiden för att se om det liksom eh
54.0,59.2,ja antingen kanske av personliga skäl liksom om man behöver liksom deala med en person som
60.0,61.0,eh
61.9,68.8,kommer eh har ja liksom kan komma att lida av någon psykisk sjukdom eller för ens framtida barn då
69.5,70.4,skulle jag kunna tänka mig
71.9,73.5,det är väl dem två
74.0,75.1,jag vet inte om du ser någon
75.8,78.1,ytterligare anledning att göra det men jag
78.6,82.3,och sen så skulle skulle väl vi fundera på om eh
83.1,84.6,vi skulle gå med på det här då
85.0,88.3,om eh dejten krävde det här innan första dejten
89.9,90.5,eh
92.6,98.0,ja om vi så det var liksom det dilemmat gick ut på typ att men går vi med på att
98.4,99.5,genomgå det här
100.3,104.5,eh dna eller gen-testet då liksom för att se
105.4,107.2,huruvida vi har några
108.2,110.7,anlag för konstiigheter vad det nu kan vara
113.2,113.6,ja
115.3,118.5,eh ja nej jag vet inte personligen så känner jag väl att eh
119.1,123.8,eh det är lite väl kanske inför en första dejt och kanske någon till eventuellt
124.5,125.5,eh
126.3,128.6,speciellt om det kommer till eh jag vet inte
129.9,131.7,någon psykisk sjukdom ja det är
138.7,140.6,ja men exakt exakt
141.7,149.6,eh men eh ja det är det är väl något något åt det hållet nej men för att det känns ju väldigt absurt på något sätt det känns som en eh
150.2,151.9,så här eh dystopiskt
152.2,153.7,att eh föreställa sig
155.2,160.9,eh det liksom att man skulle genomgå någon typ av gentest eller dna-test innan
161.7,162.3,man eh
162.6,163.3,dejtar någon
163.5,164.1,liksom
167.8,172.1,eh nej men jag tänker ja ja jag tänker och speciellt när kommer till så här psykisk sjukdom och eh
172.7,173.9,som eh
174.8,177.2,är saker att det är
179.6,186.4,ja men det är det är känsligt och sen huruvida det skulle liksom hur stor chans det är att det är
187.5,188.3,eh
188.9,193.9,liksom för eh att man ser det i framtida barn till exempel jag vet inte en en grej
194.5,196.9,hade kanske kunnat vara om man skulle ha
197.5,203.1,någon sjukdom som är super genetiskt eh säg någon jätteallvarlig sjukdom
203.5,205.7,som är super genetiskt
206.6,211.1,eh arv vad heter det man eh den går i arv i väldigt lätt liksom då
217.8,219.8,okej ja men eh intressant
220.0,220.4,ja
227.0,231.0,verkligen verkligen verkligen nej men det där känns ju som en grej
231.6,236.5,ja första dejten känns det som att okej men där kanske det stämmer att om du tycker om någon ni har kemi och
237.5,239.2,sedan vid någon punkt så
239.4,240.4,om det är så att
241.0,243.9,några dejter in så kanske man kan komma in på
244.6,246.6,någon sådan grej om det är någonting som eh
247.6,248.8,eh ja
249.0,251.6,ja ja jag jag hade kunnat kanske
252.9,254.5,gå med på att det är
254.8,259.3,tveksamt etiskt om du väntar om man väntar med att säga en sådan sak alldeles för länge
