start_time_sec,end_time_sec,annotation
0.2,0.8,hallå
2.3,2.8,hej
3.4,4.96,vill du berätta om det här sista dilemmat då?
6.6,6.9,mhm
12.8,14.1,oj okej ja
30.75,31.5,jaha oj
33.0,33.2,vilken
39.1,39.6,mhm
41.6,47.8,jaha oj okej men gud det måste ha varit en riktigt speciell person som ber om det där på första dejten innan man ens har träffats
56.7,57.3,mhm
57.7,61.6,ja men precis så här okej jag tror inte att vi passar ihop liksom
62.3,62.8,nej
63.2,63.6,men jag kan
63.9,66.8,jag kan typ föreställa mig vilken typ av person som
67.3,70.8,skulle göra vet du vet du vi vilken hon som du pratade om
71.1,74.6,på förra dilemmat hon som har ett chip i fingret
75.04,77.8,jag tror lätt att hon skulle kunna göra så här säg att hon är
78.2,84.7,eh i sena 30-års ålders tidiga 40-års åldern hon singel hon har liksom hon är ganska materialistisk person
85.2,88.0,eh och så vill hon bara ha barn nu typ
88.5,91.6,och eh hon har vissa krav du vet så här ja men
91.8,93.2,vi har eh
93.8,101.7,alzheimers i min familj och jag vill inte fira föra vidare på mina barn så här och vi har ju väldigt många
101.9,108.0,intelligenta människor i min familj vi har ju många professorer och så och det vill jag liksom jag vill ge barnet den förutsättningen att att
108.5,110.4,eh bli på samma sätt du vet
111.2,112.1,förstår du hur jag menar
112.7,116.0,kan in kan inte det varit något så här ja men typ he hennes stil
126.8,127.3,mhm
130.0,130.8,mhm
136.1,136.6,ja
138.8,139.2,ja
142.3,142.6,ja
144.5,145.0,ja
146.8,150.4,ja jag vet jag vet ju ingenting om henne jag har inte sett det där så jag vet inte men
150.7,156.2,men jag tänker någon sådan här någon rik någon sådan här som är väldigt säker på vad de vill ha du vet
157.1,158.0,men eh
158.9,159.7,ja
160.04,162.8,på ett onice sätt typ lite materialistiska
168.5,169.0,mhm
173.12,173.7,ja
174.8,176.0,ja
183.86,184.4,ja
185.8,190.5,jag hade det minsta de kan begära tillbaka är ju ett gentest på den andra personen
202.02,202.4,mhm
207.21,210.3,ja det låter väldigt extremt faktiskt
210.55,211.7,och det låter
212.15,219.0,det jag jag kan verkligen situationer längre fram alltså för det är en konstig person som ber om det här från första början
219.4,220.3,så jag känner
220.6,221.8,jag tänker så här
222.1,226.3,tänk om jag skulle gå med på att göra det här dna testet för att jag är jättedesperat du vet
227.0,229.5,eh jag kanske får har jättesvårt att få dejter
229.8,231.0,jag vet inte men ja
231.2,233.0,och då eh
233.8,237.1,så så visade sig att så här ja men jag har
237.4,239.9,borderline anlag för borderline
240.1,241.3,du vet och sen så när man
241.6,247.7,senare i förhållandet man man börjar detja seriöst och sen så börjar man bråka om någonting så kan den min partner liksom
248.1,256.3,eh vända det emot mig på något sätt så här ja men nu beter du dig hysteriskt eller nu är du irrationell det här är ju för att du liksom
256.7,258.6,eh du har ju borderline du vet
264.1,264.4,ja
266.3,267.0,ja
267.4,268.1,verkligen
269.4,273.2,ja men det känns svårt men samtidigt alltså om jag ska försöka liksom
273.76,275.06,eh tänka på
276.1,285.8,att försöka vara snäll liksom när jag tänker på den här personen det skulle också kunna vara alltså jag har ju en en blodsjukdom som gör att jag på riktigt inte kan ha barn med vissa som som har samma sjukdom
286.1,286.7,helt enkelt
287.5,290.4,så att jag vet inte om det skulle vara den här
290.83,292.1,ja men någon man
