start_time_sec,end_time_sec,annotation
0.5,1.0,hej
4.0,4.9,går det bra där inne?
6.6,6.9,ja
8.3,9.7,ja jättegärna
16.8,17.6,mhm
22.5,23.0,mhm
31.7,32.4,jaha
35.6,37.3,mhm
43.5,44.5,just det ja
48.3,49.0,oj
49.3,50.1,ehm
50.5,52.8,ja alltså jag kan ju verkligen se
53.1,53.7,att
54.7,58.0,om det gjordes på rätt sätt så är ju robotar
58.8,61.6,bra på vissa saker som människor inte är lika bra på
62.5,64.0,så
64.9,74.4,jag kan se att det skulle kunna vara vara rätt så bra men men som som du säger då det gäller ju att den att den programmeras på rätt sätt då
78.4,79.1,mhm
84.9,85.6,mhm
87.3,88.0,ja
88.3,89.1,mhm
101.5,102.9,mhm
110.7,112.6,just det ja ja
112.8,113.1,ja
116.6,118.0,verkligen
125.8,126.5,nej
127.6,135.6,ja precis ja men det skulle verkligen vara viktigt att man såg till att datan att att eh roboten fick
136.3,143.7,bra träningsdata som var balanserad liksom för annars om den få ska bara få allting ja då kommer ju den bara ärva mänskliga bias
152.4,153.0,mhm
155.6,157.7,mhm ja
158.2,159.4,verkligen
170.8,172.0,är det sant?
175.6,181.0,jaha vad gör den då? alltså vad vad hjälper dem den med? vad vad hjälper den dem med?
187.2,188.2,mhm
192.3,193.1,mhm
199.7,200.3,mhm
203.7,204.3,mhm
218.3,218.8,mhm
225.3,227.2,nej ja har du
229.1,230.7,ja ja
234.4,235.0,nej
235.3,242.3,nähä okej men vad är det för ai som de använder sig av är det sådan här ChatGPT typ eller är det något annat?
246.6,247.0,mhm
248.0,248.3,mhm
250.4,251.0,mhm
255.1,256.0,mhm
261.3,262.4,mhm
266.1,266.3,mhm
268.4,270.8,ja just ja mhm ja men mhm
272.7,274.1,jaha okej mhm
275.2,277.4,och sedan har ju bing en också inte sant?
278.7,279.3,ja
280.0,280.6,mhm
284.7,285.9,mhm
288.8,293.0,mhm okej vilka vilka ägs dem den av då?
294.1,295.9,vilka äger den?
300.3,300.7,jaha
301.0,301.3,okej
314.0,314.8,mhm
318.3,321.1,okej och Mistral vad är det för företag?
332.0,333.3,jaha okej
335.1,340.7,de är inte som google liksom som har eh huvudsakligen håller på med något annat tidigare och sedan så?
341.5,342.1,nej
344.4,346.4,okej vad spännande
348.0,350.2,och vad på vad är det som gör att den är bäst?
366.5,367.0,mhm
371.2,372.1,mhm
378.2,379.4,jaha
381.2,382.9,jag förstår okej
394.8,395.6,mhm
403.6,404.2,mhm
407.9,408.6,ja
413.0,413.7,ja
415.9,416.5,jaha
422.3,423.4,jaha
426.8,429.7,jaha jag förstår ja det kan jag tänka mig
430.3,433.2,men den här Mifrall har inte det problemet?
438.3,439.0,mhm
442.4,443.0,mhm
447.6,448.9,mhm
451.9,453.4,ja just det ja mhm
459.5,460.0,mhm
468.5,470.1,ja just det ja mhm
471.4,477.7,ja politiskt korrekt det borde kanske inte vara det viktigaste men åtminstone korrekt
485.1,485.8,mhm
486.2,489.1,alltså man skulle vilja ha alltså jag jag tänker korrekt i som att
489.3,491.8,döma de som har eh är skyldiga
496.3,497.0,mhm
506.6,507.2,mhm
513.5,514.2,vad menar du?
519.4,519.9,mhm
522.2,522.9,mhm
526.8,527.6,mhm
530.0,531.1,mhm
537.4,538.8,mhm
542.7,544.0,just det ja mhm
548.5,549.3,mhm
552.8,553.4,ja
554.0,554.8,ja
558.6,560.2,ja just det ja mhm
561.8,562.3,ja
583.2,585.5,mhm mhm
588.9,591.1,ja jag tror definitivt att
591.5,594.8,att eh den skulle behöva ain skulle behöva
596.13,599.992,att man skulle behöva någon människa som bara liksom gav sitt okej så här ja men
