start_time_sec,end_time_sec,annotation
0.2,1.0,hallå
2.4,4.8,hej vill du berätta om det sista dilemmat?
6.0,6.3,ja
10.5,11.6,en spårningsapp?
16.6,17.1,mhm
21.2,21.9,mhm
23.6,24.1,mhm
25.2,25.6,mhm
29.7,30.1,mhm
37.9,39.4,mhm
44.8,45.5,okej
48.9,52.4,ja alltså jag tycker inte låter så kontroversiellt egentligen för att
52.6,54.6,jag tycker att det är okej
54.8,61.0,för att föräldrarna följer sina barn om det liksom om barnen går med på det och det är liksom inte används som något
61.8,64.3,verktyg för att kontrollera barnen men
64.7,71.1,det känns ju också rättvist att om föräldrarna ska följa sina barn så borde ju barnen får följa sina föräldrar också
72.5,73.8,tycker jag nästan vad tycker du?
76.1,76.4,mhm
82.6,83.0,mhm
89.6,90.1,mhm
91.7,92.1,mhm
99.9,101.2,mhm
102.5,105.1,absolut till exempel om man kommer på någon
105.4,107.5,affär eller någonting sånt
108.1,109.0,det vore hemskt
110.9,111.3,ja haha
112.2,116.1,haha just ja särskilt om man får liksom historiken på det
116.6,117.7,då är det liksom
118.2,118.7,ja
122.1,123.8,det kan vara problematiskt
129.7,130.2,ja
133.7,138.6,det kan bli jättejobbigt för barnen då eh men
138.9,140.0,ja jag vet inte
140.3,149.3,jag tycker inte att det är en anledning till att inte tillåta appen på något sätt utan då får ju fasiken föräldrar skärpa sig eller stänga av den precis när de ska iväg liksom om de om de måste
150.0,151.6,ha en affär överhuvudtaget
152.3,152.5,mhm
153.2,156.2,det kan ju vara praktiskt också jag tänker när jag var liten
157.0,159.7,min mamma hon hon brukade ringa mig liksom
160.2,166.6,och efter skolan och bara kom ut nu det skynda dig ute på dig kläderna på en gång jag är där nu typ
167.0,168.1,och sen så gick jag ut och så
168.3,171.2,va och så fick jag vänta liksom en kvart innan hon kom
172.9,176.3,så sådär sådär var hon ofta jag blev blev väldigt irriterad på det kommer jag ihåg
176.7,178.5,men då hade jag nog eh
179.0,183.9,var då hade det varit praktiskt med en sådan där app faktiskt då kunde jag liksom okej mamma du säger att du är här nu
184.1,185.9,så jag går ut om typ tio minuter
186.1,186.4,ja
189.7,190.7,ja precis
191.4,191.93,precis
193.17,193.4,ja
194.6,195.9,men eh
196.6,197.0,ja
198.8,206.3,jag tycker det jag tycker det känns helt vettigt egentligen och ska man komma på om man ska försöka vara lite djävulens advokat så skulle man kunna säga att
207.0,213.1,alltså inte bara den här funktionen att barn kan för vuxna kan vara barn alltså det
213.3,214.9,det innebär ju att det finns liksom
215.7,217.5,en databas eller någonting
218.0,221.5,där det finns en massa data på typ var barn befinner sig
222.6,223.9,men och andra sidan
225.7,229.4,så kanske inte alltså det finns det redan nu du nämnde den här vad heter det
230.1,231.4,find my phone funktionen
238.3,238.7,mhm
241.3,241.8,mhm
248.5,248.9,mhm
250.5,251.1,mhm
254.1,254.7,nej
260.7,261.7,nej
267.8,268.4,nej
271.5,272.5,ja just det
272.9,273.4,mhm
273.9,275.0,ja men det är faktiskt en
275.5,276.5,en bra poäng
278.0,281.2,jag hade inte tyckt det var kul det var många gånger som jag liksom
281.8,284.7,sa att jag var någonstans men var någon annanstans lite så
285.5,286.0,eh
286.8,288.4,särskilt liksom i sena tonåren
289.3,292.2,eh och det hade varit ganska jag hade hatat den appen då
292.4,293.0,faktiskt
293.6,295.5,men det är det jag menar att det måste liksom ske
295.7,296.6,det måste ske
296.9,300.6,eh med samtycke eller likcom måda måste ge sitt medgivande
301.9,302.3,eh
303.5,306.2,på det och kanske att man kan stänga av den när man vill
306.7,307.1,liksom
307.7,308.9,så då kan man såhär ja men
309.1,311.6,jag vill inte jag vill inte att det här ska vara på
311.9,318.8,nej jag vet inte kan vara svårt också att argumentera mot sina föräldrar och bara på lördag kväller då vill inte jag den här appen ska på
319.4,319.7,haha
321.0,322.4,haha ja precis
328.4,330.2,ja och jag tycker att det är en bra
330.5,333.1,jag tycker att det är bra argument i sig själv faktiskt
333.3,337.3,alltså jag vill inte att ni ska ha stenkoll på mig jag är liksom 17 år
338.0,342.7,och går på gymnasiefester och kanske typ sover hos en kille nån kväll förstår du?
344.2,347.1,ja jag vet inte men det är väl svårare som föräldrar att smälta det
348.4,350.5,jag har ju inga barn själv så jag vet inte liksom
351.2,351.7,så men
356.6,357.0,mhm
360.5,361.1,mhm
362.8,363.5,mhm
367.9,368.3,mhm
371.7,372.3,nej
375.4,375.8,ja
376.4,376.9,ja
378.3,379.0,en bra
379.6,383.9,det känns som att en bra kompromiss hade ju kunnat vara såhär ja okej jag förstår att du inte
384.5,387.8,vill känna att jag vet exakt var du befinner dig eh
388.5,390.3,efter skolan eller så
391.0,394.5,eh men det du men då liksom kompromissar man genom att
394.8,395.1,eh
395.9,398.0,då barnet får liksom höra av sig
398.7,399.3,hej
399.6,402.2,jag mår bra du vet jag kommer hem den här tiden
403.8,404.2,kanske
412.3,413.6,ja
416.9,417.4,ja
418.7,419.9,ja
422.2,423.2,just ja
424.3,426.2,ja det kan finnas någon funktion i såhär
426.6,430.1,din mamma undrar var du är eller din mamma undrar om du okej du vet
430.9,431.4,så kan man
432.8,433.1,ja
437.5,438.4,ja
442.4,442.9,nej
443.2,444.9,men jäklar så vi har kommit på
445.1,448.3,filmidé filmidé vi har kommit på en appidé
449.6,450.3,haha
452.4,453.5,haha
454.013,454.593,haha
454.9,455.8,vad roligt
456.2,457.5,ja men det låter som en bra
457.8,458.0,app
458.2,465.9,det låter fortfarande lite såhär press på barnet du vet bara mamma vill veta var du är om du inte svarar inom 10 minuter så kommer vi säga var du är du vet
466.6,467.2,men eh
469.0,469.2,ja
469.8,471.4,man kanske kan ställa in den tiden också
472.913,473.4,hur lång
475.4,478.1,men det är liksom om om det värsta händer
478.4,482.6,liksom om man inte vet jag blir kidnappad eller liksom däckar
482.9,487.1,någonstans efter att man har festat då kanske det är jättebra att det finns liksom
488.2,493.6,för att de är väldigt såhär saker som händer sällan men som är katastrofala liksom att undvika det
496.4,497.1,ja jag vet inte
497.3,497.6,mhm
500.9,501.3,mhm
502.9,503.4,mhm
503.7,504.1,mhm
508.3,509.5,jaha okej
515.6,516.7,jaha okej
521.5,522.1,nej
526.7,527.2,ja
533.9,534.3,ja
538.7,539.3,ja
543.2,543.6,ja
544.6,545.0,ja
547.7,548.1,ja
554.5,555.4,aha
558.0,560.0,ja verkligen
561.1,561.5,så
563.2,563.8,ja
565.9,566.5,nej
567.2,571.5,just ja men det är som det är liksom en hi-tech version av
571.9,573.5,eh det här när man gick på
574.0,580.7,gröna lund eller eller liseberg så skrev ens nummer sitt nummer såhär stort på armen haha
580.906,583.8,haha roligt
584.4,584.8,ja
588.38,589.0,haha
590.4,590.8,ja
598.386,599.166,jag håller med
