start_time_sec,end_time_sec,annotation
1.1,1.7,hallå
4.3,7.8,ja precis det var ett till övervarkningsscenario
8.3,8.9,fast eh
9.7,11.3,jag nu är det såhär
11.9,12.5,eh
13.5,17.8,om man ska införa ett såhär rättsövervakningssystem
19.0,19.5,eh
19.8,20.5,så
20.9,23.1,alla medborgare i ett land
23.7,30.3,får typ såhär pluspoäng om de gör bra saker för samhället eller minuspoäng om de gör dåliga saker typ
30.9,35.9,exempel på minuspoäng var till exempel att gå mot röd gubbe eller att komma föresnt till jobbet
38.3,39.9,ja det verkar som det
40.9,42.1,och sen om man
42.5,44.1,har för många
44.7,49.1,minuspoäng så får mna typ inte resa utanför landets gränser
49.4,50.0,och så
51.1,51.5,ja
53.1,54.2,ja jag vet
54.6,55.9,nej jag var emot det
60.4,61.2,nej
69.19,69.51,mhm
77.7,78.1,ja
79.5,81.7,haha ja men typ
82.1,82.8,alltså
84.7,85.5,anledningen att
85.7,86.3,eh
86.8,92.9,eller jag vet inte jag kan inte jag vet inte så mycket varför folk hamnar i kriminalitet men jag gissar att en anledning
93.4,93.8,hehe
94.3,94.8,men att
95.2,99.6,det kan vara för att det är svårt att faktiskt komma in i samhället och skaffa ett jobb
100.7,101.4,så
101.8,102.4,eh
103.4,104.3,men sen liksom
104.6,105.4,det känns som att
106.1,106.9,ja det känns som att
107.3,108.3,haha förlåt
112.6,113.5,nej såhär
114.5,115.2,eh ja
115.5,120.6,nej men det känns som att en folk skulle vara missnöjda med det här är ju ett väldigt stort såhär
121.5,121.7,typ
121.9,123.3,ändring av samhället
123.7,126.0,så skulle det säkert bli sådana här demonstrationer och
129.0,129.6,ja
129.9,130.5,nej
136.3,136.9,nej
141.8,143.1,ja faktiskt
147.3,148.5,ja exakt
149.4,151.3,ska man ha det hemma också?
158.6,159.8,jaha ja
160.2,162.6,eller jag har inte läst den men jag känner till
174.5,175.2,ja
178.6,179.7,haha
186.0,189.8,nej alltså gud alla skulle vara konstant stressade
191.6,194.9,alltså har du sett eh black mirror?
196.3,197.2,ja okej
197.5,199.9,för de har ju typ ett exakt sådant här avsnitt
202.6,204.0,eh det är
204.5,206.3,ehm de har typ en
206.5,207.5,app tror jag
207.7,208.7,där man eh
209.0,211.0,man ratear varandra
213.4,213.8,ja
218.0,218.6,ja
223.5,224.3,ja haha
224.6,225.5,exakt
227.0,227.5,haha
229.1,229.8,ja
232.5,232.8,och
233.2,235.3,haha just det eh
238.4,239.1,verkligen
243.9,247.1,åh nej jag skulle nog valt diktaturen faktiskt
247.4,249.5,alla är så himla fake annars
252.1,252.7,ja
261.9,262.8,haha
264.1,264.6,ja
268.5,269.4,ja verkligen
272.6,273.1,ja
273.3,273.7,haha
275.7,276.1,haha
276.4,277.0,haha
277.3,278.3,haha exakt
279.3,280.5,ja exakt exakt
280.8,283.4,då kan man ju typ lita på några personer iallafall
296.3,296.8,mhm
306.8,307.4,ja
323.6,324.0,haha
332.9,333.22,mhm
343.5,345.1,ja faktiskt ja verkligen
346.3,347.8,alltså det här eh
348.7,353.8,om man ska utföra något sånt här system så måste man ju vara kul objektiv som helst
354.9,360.6,och det känns ju som att det men alltså det kan ju lätt bli korruption och
361.0,361.6,så här
362.7,363.7,man eh
364.7,368.4,typ diskriminerar vissa grupper i samhället
374.6,375.3,mhm
378.5,380.0,ja just det
381.8,382.4,ja
391.0,391.4,mhm
392.3,394.1,det är ju ja faktiskt
396.4,397.0,mhm
398.9,399.5,mhm
400.3,402.5,vad ska man göra om man typ
403.0,404.7,rest på väg till jobbet?
408.0,408.6,ja
409.4,410.4,haha
411.0,411.3,haha
413.1,413.8,ja haha
414.6,415.0,haha
422.5,424.9,ja exakt ja haha
425.8,426.5,haha
430.0,433.1,ja det var det skulle inte funka alls
438.6,439.3,jaha
439.6,443.3,jag också hört det men jag vet inte heller är det typ
443.7,447.6,i det här partiet eller är det hela befolkningen?
450.8,451.2,ja
455.4,456.0,ja
465.9,468.5,jaha det måste typ vara någon ai-grej
470.1,470.6,eh
473.5,474.1,ja
492.4,493.0,nej
502.0,502.5,eh
505.4,512.3,eh jag vet inte det känns inte som det jag tror inte att politikerna skulle våga
512.6,513.5,fixa något sånt
521.6,522.2,ja
538.2,538.9,jaha
541.4,542.92,har du något exempel?
543.8,544.2,eh
568.9,569.7,ja
574.0,574.9,oj
584.6,587.1,man trro på folk liksom
591.0,591.7,ja
595.4,595.7,haha
596.3,596.9,haha
597.3,598.3,eh
599.155,599.825,hmm
