start_time_sec,end_time_sec,annotation
1.3,1.899,Hej
5.099,9.199,Det blir bara lite svårt ibland men det är också för att det låter omkring mig
9.8,12.5,Det är så men jag hör för det mesta bra
16.899,18.1,Absolut ja
21.76,22.54,Jaha
24.1,26.5,Ja men eh ja absolut jag säger till
30.6,32.899,Ja eh nu handlar det om ett chip
33.7,38.399,Som man kan få i handen in emellan eh tummen och pekfingret
38.899,39.5,Eh
39.7,42.0,Och med hjälp av det chipet så
42.299,45.1,Behöver man inte tänka på att man kan tappa typ
45.6,46.399,Eh
46.6,49.7,Ja men eh passerkort eller kreditkort eller
50.299,52.1,Ehm busskort och sånt där
53.5,57.1,Eh så frågan är om man skulle gå med på att eh
57.399,58.299,Ha ett sådant chip
61.2,61.7,Ehm
62.5,65.599,Och spontant så känns det väl iochförsig inte jätte
66.5,67.7,Konstigt alltså
69.0,72.599,Ja alltså det det är ju ändå ett chip innanför huden men jag tänker
73.799,74.599,Eh
76.099,78.4,Alltså det finns ju andra saker som som man har
78.7,84.2,Innanför huden alltså vad är det pstavar och liksom pacemakers och sånt där som
84.799,89.2,Som ändå funkar sedan är det här iochförsig en annan sak eh som inte är medicinsk men
90.2,90.799,Eh
91.5,94.599,Jag tänkte att det kanske skulle göra livet lite enklare
94.9,96.299,eh ibland
97.0,98.9,Jag vet inte om jag hade velat ha det själv
103.9,106.5,Nej men jag vet att det är en på
107.0,111.4,I mitt jobb som eller jag jobbade där eh tidigare jag är dansledare men
111.9,116.299,eh han vaktmästaren där eller itkillen han hade ett chip
116.5,118.9,Som han hade som passerkort ja
121.0,125.599,Ja jo faktiskt så han behövde liksom inte tänka på att ta med passerkortet
126.4,127.599,Eh utan han hade det
128.4,129.8,Eller har det väl fortfarande
131.94,132.57,eh
133.0,134.199,Ja men man tycker ju det som
134.599,137.8,Nu är inte jag den som tappar bort saker så lätt men
138.4,139.199,Det är liksom
140.4,142.8,Ja jag tycker liksom kanske folk som har
143.9,145.8,Lever stressiga liv eller
146.4,149.199,Eller lever med någon slags diagnos eller
149.5,152.099,Vad det kan vara som gör att man har svårt att komma ihåg saker
152.9,154.8,Ehm så skulle det ju vara
155.599,156.599,Eh
157.0,158.3,Ett alternativ i alla fall
170.955,171.225,Ja
173.3,174.5,Ja nej men det
174.699,178.5,Det är ju det jag tror att det kan vara praktiskt men jag vet inte det känns också lite läskigt
178.699,179.199,Alltså
181.699,182.099,Ja
182.699,186.199,Sedan blir det såhär vad vad det kan få för konsekvenser för
186.599,188.699,För hälsan och som det liksom om jag bara
189.599,190.5,Jag vet inte
191.4,193.3,Det måste ju vara någon annan typ av eh
193.9,198.8,elektrisk signal eller någon slags ehm alltså någonting så hur det påverkar en
199.599,201.9,Eh det är väl inte säkert att man vet
208.9,209.4,Ja
209.699,216.599,Tycker också att såhär jag är ju eh nålrädd så just en sån sak hade nog varit lite obehagligt att veta liksom att
217.199,218.8,det är kvar innanför en
220.099,220.699,på något sätt
228.8,233.3,Ja just det det stod det att det var eh det var inte större än en riskorn
234.599,236.199,och det var rätt litet isådanafall
238.199,240.8,Men ändå att ett sådant litet men att man ändå kan känna den
242.8,243.4,Ja
248.599,251.199,Ja det var just liksom att man inte kan ta ut det
268.8,269.899,Ja precis
274.29,275.79,ja ehm
277.1,280.399,Men det kan ju liksom vara annat man kan använda det till och så kan man hacka det
281.5,284.3,Ehm jag tänker det som i cyberattacker och så
286.225,286.475,Ja
297.67,298.199,Just det
318.1,319.199,Det skulle ju också
320.399,322.399,Ja jo precis men ändå
323.1,324.199,Det jag tänker ju såhär
325.3,326.1,Det finns ju
327.32,328.23,Ja eh
328.8,330.8,Allt möjligt som alltså
