start_time_sec,end_time_sec,annotation
1.7,2.5,hej igen
4.1,4.8,ehm
5.8,8.0,jag antar att du inte såg problemet nu heller eller?
10.5,10.9,oj gud
11.4,12.7,jag var tvungen att tänka eh
13.6,14.5,det var typ
15.8,16.9,om man skulle ha
17.7,18.4,domare
18.8,19.6,i eh typ
20.4,22.0,jag antar att det bara är så här
22.4,22.9,vad heter det
23.3,24.4,domstolar och sådant
25.2,25.6,fast
26.1,28.1,en robot domare istället
28.3,29.1,som kan vara
30.5,33.7,opartiska till oavsett kön
34.2,35.5,hudfärg
36.1,37.7,sexuell läggning osv
39.0,40.2,och att eh
41.3,42.7,hur det här hade fungerat
43.6,44.3,ehm
44.6,45.9,de skulle tydligen
46.1,48.2,bli maskinlärda från
49.3,49.7,ja
50.0,53.0,alla tidigare fall genom åren för att kunna
53.2,53.7,ge
53.9,55.4,opartiskt fall
57.7,58.3,eh
58.6,59.5,det låter
60.4,62.4,väldigt väldigt konstigt för mig
63.5,64.5,inget jag hade
65.0,68.6,jag tror inte det låter som en smart idé
70.7,71.4,ehm
71.7,74.1,domare är ju väl ändå typ så här
75.0,76.6,de som ska vara mest
77.4,78.1,vad heter det
79.0,84.6,de ska väl vara lite lite partiska mer mer typ såhär mänskliga delen av juridiska det
85.5,86.1,processen
89.7,90.1,men ja
107.7,108.1,ja
109.2,110.0,ja eh
111.0,112.5,ja exakt och det är så här
113.2,115.9,så så där är det ju lite så här mhm okej
116.7,119.1,kanske robot domare är en bättre sak
120.1,121.0,men eh
121.6,122.5,det jag tror
123.3,124.2,jag tror bara att
124.6,126.6,det hade blivit för många som hade varit såhär
128.2,129.0,jag vet inte
129.7,132.1,majoriteten av fallen hade det ju fungerat tror jag
132.8,135.7,men sedan de fallen det faktiskt är fel på
136.5,137.4,då blir det ju såhär
138.1,139.4,de kommer tror jag inte
139.8,140.5,eller de kommer inte
140.8,142.0,räddas eller
142.2,143.6,de kommer inte bli bättre
144.4,145.6,det kommer ju bli
146.9,148.5,fortfarande problem med det här att
148.7,149.1,ja
149.3,153.0,den kommer ju bara anta att ja men tidigare fall har det gått så här
154.3,156.7,och eh så då då fortsätter vi göra så
157.9,159.2,men det kanske är typ
160.3,162.3,det kan ju vara vad som helst det kanske är någon som bara har
162.9,164.3,anklagats för mord fast
164.6,165.2,den inte har gjort
165.7,166.4,någonting
166.7,167.2,eller
167.8,168.6,inte
169.4,170.5,varit eh
171.0,171.4,ja
172.1,172.8,i alla fall
173.0,173.7,oskyldig
188.9,190.6,ja det är också en del av det
191.3,192.9,men jag tror också den här lilla
193.1,195.3,att den inte har den mänskliga sidan där
196.5,198.6,den kanske inte känner av typ så här
199.6,202.6,ja den kan säga att mord inte är det rättaste för det är lite
203.6,206.5,jag tror inte om man har mördat någon så kanske man ser
206.9,209.2,inte kan se riktigt den mänskliga delen i det men
210.3,213.0,exempelvis kanske snatteri och sådant där
214.1,215.4,om man har typ någon
216.3,217.6,hemlös som har snattat
218.5,219.7,kanske inte förtjänar
220.2,221.7,samma straff som typ
223.1,225.8,andra som snattar mer eller något sådant där
227.7,230.8,så att om eh det är lite det här med att man måste ta
231.2,232.7,fallen för sin situation
233.7,236.4,inte riktigt för just det straffet
257.6,258.3,ja exakt
259.0,260.5,och där tror jag ändå de hade
260.7,261.7,gjort en bra
262.8,263.7,bra det är väl det
264.0,264.9,de är effektiva
265.2,266.8,de kan göra saker
267.4,268.2,väldigt snabbt
269.0,270.0,väldigt enkelt
270.7,270.9,och
271.5,272.5,inte så krångligt
274.0,274.9,de är ju
275.4,276.2,väldigt
276.5,279.0,ja eller om de är programmerade på ett sätt så är det ju
279.7,283.3,väldigt svårt för någon att ändra dens åsikt sätt så att säga
284.3,285.4,för då är det typ såhär
286.6,287.4,behöver man ens
287.6,289.8,ha en domstol eller typ så här rätts
290.3,290.9,rättsprocess
291.5,293.2,om du bara kan mata in det till en eh
293.5,294.8,robot så är det så här ja
295.9,297.8,här har du allt bevis alla
298.2,299.4,tankar typ så där
299.9,302.5,kolla om det blir ett skyldig eller oskyldig
303.4,304.1,och så bara
304.4,305.0,tar den typ
305.8,307.2,någon timme och så är det färdigt
308.6,309.4,det blir ju
310.6,311.7,ja ja det är
312.5,314.9,effektivt men också så här lite mhm okej
315.4,317.9,vad utgick den för information och sådant där
319.5,320.1,så det är ju
320.8,321.3,bra
321.5,322.6,med det är också så här lite
323.7,325.1,lite samma sak med det här typ
326.1,329.1,hade det funkat idag vet jag inte men
329.7,333.8,kanske i en framtid där vi har väldigt utvecklade robotar jag vet inte
364.5,365.5,mhm ja
366.1,367.1,det låter ändå
367.4,368.6,ganska rimligt tror jag
369.5,370.5,det hade ju gjort det
371.6,372.2,väldigt
373.0,374.7,mhm jo men det är en bra tanke faktiskt
376.6,377.2,jag undrar om
377.6,378.7,det som är väl typ
379.6,382.9,det är bra att det är en robot och människa fungerar tillsammans
383.9,385.0,och vad är det för
385.8,387.8,ai vi snackar om här är det så här
388.7,391.2,är det en robot eller är det egentligen typ så här
392.5,392.9,ja
393.2,395.6,nu kommer inte på något bra exempel men så här väldigt
396.6,398.7,android aktigt att de är liksom
399.6,401.1,self-aware och sådant där
401.8,404.8,är det typ så här att man kan prata med den och sådant eller är det bara
405.3,406.7,en dator man skickar in det i?
408.8,409.7,så då är ju frågan om
410.2,412.3,jag tror att det hade varit svårt för en
414.0,416.0,jag tror bara i allmänhet när man inte
416.4,417.2,bara allting
417.5,418.7,jobba med en robot
419.0,419.5,svårt
420.8,421.5,ehm
422.7,424.7,du och jag är ju typ jag är ganska så här
425.2,429.4,jag tror robotar hade varit en väldigt bra del till vårt samhälle men
430.6,434.2,jag vet inte det är så här det det det är en svår fråga
434.8,436.5,om den framtid som jag inte vet
437.4,440.1,om jag någonsin kommer få uppleva eller något sådant där
441.6,444.1,det jag tyckte det var någon annan del av eh
445.0,445.5,ehm
445.8,447.5,där i slutet så var det ju väldigt
447.9,448.5,den skrev
448.8,450.3,ett stort tips är att den eh
451.6,452.2,ehm
452.7,457.9,den som lär in eller den som fixar den här maskininlärningsprocessen får ju all makt i detta fall
458.7,460.1,och det tänkte jag också är väldigt
461.5,462.5,ifrågesättande typ
463.9,466.0,vad skulle den personen göra då?
466.8,467.6,lite så här med
468.5,469.1,de här typ
470.2,471.8,utvecklande av robotarna då
472.5,475.2,de får all makt och då ska ju de bestämma lite
476.1,478.4,ja hur vet man att det blir ett rättfärdigat
479.6,481.5,att de får rätt information och sådant
483.2,484.0,och eh
484.9,485.9,man kanske ska
487.4,489.1,jag vet inte det känns bara lite
490.5,493.6,som om det kan vara alldeles för många problem för en som
494.5,494.8,ett
495.3,497.4,liten lösning typ jag vet inte
520.0,520.5,ja
528.9,529.3,ja
536.3,537.2,ja nej exakt
548.9,549.7,ja exakt
550.3,551.2,och vad händer
552.7,553.2,ja
553.7,555.0,och vad skulle hända om typ
555.4,556.4,något går fel?
556.7,558.0,tänker om man typ så här
558.5,560.0,skickar in det där och så får typ
560.4,561.7,jag programmerar något fel
562.2,563.3,och så roboten bara
564.2,566.3,helt oanvändbar fast ingen vet om det?
567.3,568.1,då är det ju så här att
569.3,569.9,ai
570.0,572.4,när man har en mänsklig kanske man i alla fall har
572.8,576.2,en person som tänker igenom hela tiden det går sakta av en anledning
577.7,581.1,med en robot domare så har jag sett ja den har gjort de här slutsatserna
581.8,583.2,kommit fram till den här punkten
584.5,585.1,och så
585.7,588.1,vet man inte så här okej men hur kom du fram till det?
589.1,590.7,och så ska man ju kolla då
591.6,593.2,om man ändå måste dubbelkolla så här
593.5,595.2,ja jag har fått den här
595.6,596.7,faktan från typ
596.9,598.4,de här tio olika fallen
599.71,599.99,så är
