start_time_sec,end_time_sec,annotation
1.3,1.7,hej
5.3,6.8,hej du jag heter Karl
8.9,9.5,Karl
11.8,13.0,jag heter Karl sade jag
14.4,17.7,jag fick lära mig att jag måste prata väldigt högt för att höras
19.2,20.1,så jag jobbar på det
29.3,29.7,ja
38.0,38.6,okej
38.9,39.3,eh
40.7,41.7,eh absolut
42.5,45.5,eh så jag fick då den här texten om
46.3,48.6,eh domar är orättvisa
50.5,52.3,och ja de kan vara
53.2,54.9,biased vad det nu heter på svenska
55.8,58.6,eh och att man borde införa robot domare
59.1,61.0,som kan använda maskininlärning
61.8,63.2,ja men på att få tydligare
63.5,63.9,domar
64.8,65.2,ja
65.8,68.0,på det sättet kan man göra den helt opartisk
71.3,71.6,dock
72.7,73.8,och eh
74.7,80.3,användare ordern har också instängd är lite mera ensam kontrollerar algoritmen och kontrollerar lagen
80.7,82.6,eh vilket känns dystopiskt
84.3,85.1,vad är det du delar med?
87.7,90.6,och frågan är då är det en bra idé att ha robot domare?
95.1,96.3,hörde du den förklaringen?
99.4,100.4,hörde du vad jag sade där?
106.9,108.1,precis precis
110.4,115.5,det var en mening där i texten om att den som styr algoritmen då skulle styra lagen
116.1,119.4,eh och jag vet inte om det var menat som något positivt
119.9,122.3,men eh kändes ganska dystopiskt
122.8,123.5,när jag läste lugnt
129.6,130.5,men eh
134.2,135.1,hörde du det där?
136.1,137.5,ja ja men bra bra
138.1,139.8,eh och eh
140.7,141.8,vet inte jag gillar
143.6,144.2,härligt
144.4,144.8,härligt
145.6,146.7,då funkar det i alla fall
147.4,149.4,eh ligga still prata högt
151.4,153.2,så att eh
154.3,155.7,visst ska jag bara fortsätta prata?
156.8,157.2,eller?
163.5,164.9,nej jag är
165.9,168.6,vill du har du någon känsla för det här scenariot?
169.2,171.7,eller ska jag så gå vidare i mina tankar?
199.8,202.4,precis få hjälp av ai tror jag är en annan grej
203.0,203.8,ehm
204.7,206.0,men just när det blir
206.7,207.5,eh
208.0,211.1,ja men det är algoritmen som faktiskt gör domen
211.8,214.7,eh det tycker jag är lite obehagligt och även
216.7,217.7,känns det ganska dåligt
218.3,220.2,men eh jag jobbar med på ett
220.7,222.6,företag som tidigare höll på väldigt mycket med ai
223.1,225.2,eh och eh det är
226.6,228.3,det känns som att det skulle vara väldigt lätt att
229.1,230.6,det här faktiskt inte funkar så bra
230.9,231.8,som man hoppas
232.4,233.1,eh
234.2,236.2,så att jag tycker även jag som teknik
237.7,239.4,teknisk också ganska insatt
240.0,241.6,tycker det är lite
242.7,245.2,jag vet inte om jag skulle lita på den här robot domaren
245.8,248.2,och om jag då inte litar ja men hur
248.4,249.8,vad skulle min farmor tycka?
250.3,250.7,eh
251.0,252.0,det är säkert inte jättebra
254.8,257.3,ja att det är viktigt med själva förtroendet för den här
257.8,259.8,och om jag inte har förtroende för robot domare
260.1,261.8,eh då har jag svårt att se att
262.5,264.4,samhället i stort ska känna suveränt
265.1,266.2,det här gör mig trygg
271.2,272.0,men eh
272.7,274.6,det är som ett verktyg absolut
275.6,277.7,ja men då skulle jag inte vilja kalla det en robot domare
278.0,280.0,då skulle jag mer vilja säga att det här är
282.4,285.1,ett smartare sätt att titta på tidigare domar
285.6,287.7,inte så att det här är ett fall
288.1,290.3,det här är då vad den personen ska dömas till
290.7,291.7,utan att ja men
292.4,293.3,när du gör din dom
293.7,295.8,tänk då på att såhär hade det sett ut för
297.2,297.4,eh
301.0,302.4,bara som ett verktyg blir
303.2,304.6,men med en helt annan formulering
305.7,307.6,det kan vara samma teknik men att
308.2,309.8,sättet du använder det är inte att
310.5,312.3,det är algoritmen som ska bestämma
312.8,315.2,utan bara att algoritmen ska stötta
320.2,320.7,eh
325.2,326.2,för eh
326.7,327.5,och det blir ju lätt
328.1,330.6,när man tänker på det här så blir det ju alldeles sci-fi
331.1,332.0,sci-fi känsla
332.7,333.4,ehm
334.6,335.9,vilket jag tror är dåligt
336.4,339.2,det kan säkert gå att skriva en sci-fi bok om den här
339.6,341.4,robot domaren som går till beslut
341.9,342.6,ehm
344.5,345.7,men eh
346.4,348.5,just med dagens teknik så tror jag innerst inne att det
359.1,359.5,ja
359.8,365.2,eh skulle menar du att du skulle känna dig tryggare om det var en domare? du lät lite positiv där i början
365.6,366.8,av denna robot som
367.6,368.2,gjort det här
409.2,409.6,ja
410.6,412.3,nej objektiviteten är ju
413.3,414.9,absolut något man vill ha
415.3,416.8,så den är helt bra och hastighet
417.6,419.4,jag jag tror i sådant fall mer på effekt
421.7,424.5,roboten ska kunna säga när den ändrar sig oobjektiv
426.3,429.6,man kanske inte ska vill att roboten ska säga ja men du får
430.1,431.3,fyra års fängelse för det här
431.9,434.1,eh och något annat märke bara yes
434.5,435.6,skickar in den i fängelse
436.1,438.8,men om roboten säger att nu vänta nu har ni
439.4,440.5,nu har något gått snett här
441.8,443.1,är det verkligen det här ni vill göra?
443.8,444.8,eh så
445.6,447.0,men att det ändå är ett
448.1,449.3,liksom mänskligt beslut
450.0,452.6,just som jag sade tidigare att jag tror att det mänskliga beslutet är viktigt
453.2,455.4,eh att man känner att det här är inte bara en
455.7,456.5,halvalgoritm
456.7,458.3,även om den är oerhört objektiv
458.8,460.2,utan att det är någon som har
461.0,463.1,det är någon som har varit innan den här
463.8,464.4,eh
465.0,468.4,men att roboten är bara undviker väldigt dåliga situationer
470.0,470.7,eh
472.7,473.0,och
473.3,473.5,eh
474.7,476.7,effektivisering ja absolut
478.0,478.8,eh
480.4,481.6,det tror jag mer på ai
482.4,484.0,det är väl så vi använder ChatGPT?
484.9,486.9,eh den är inte bättre än mig på att
487.1,487.8,programmera
488.3,490.0,eh eftersom det är det jag jobbar med
490.5,492.7,men att ibland så går det bara väldigt fort
493.3,496.2,eh och så kan jag säga att ja men du hade nittio procent rätt
497.1,499.1,eh och det kan ju säkert en jurist göra också
499.6,500.5,om det finns rätt
500.9,501.5,rätt verktyg
503.7,505.1,för att de viktiga delarna
505.7,506.9,eller skriva
507.6,510.9,jag har inte så mycket insikt men jag antar att det är mycket texter som ska skrivas
512.6,514.3,ja men då är det en helt annan eh
514.9,516.3,helt annan paketering av den här
516.7,517.0,algoritmen
519.2,520.8,som gör att jag känner mig mer
