start_time_sec,end_time_sec,annotation
1.1,1.7,hallå
3.1,6.1,yes så dilemmat den här gången var eh frågan är
6.7,7.5,eh
7.7,11.5,du har alternativt möjligheten att få ett chip implanterat i armen
11.8,13.6,som du kan använda istället för
14.0,16.2,kort sl-kort bankkort etc
16.7,17.4,eh
17.8,18.8,vill du ha det ja eller nej?
20.1,24.7,eh och vi antar då att vi bortser från alla medicinska implikationer och
25.0,25.3,så
27.5,29.6,man skulle kunna få problem med det här
30.0,30.6,eh
34.3,34.8,jo
35.0,36.5,det är sant jag har du rätt i
37.0,41.7,eh för jag tänkte ju mer direkt eh ja för jag svarade ju neutral på det här då
42.4,46.6,för jag började ju direkt tänka på liksom okej det här är väldigt praktiskt jag menar det är ju
47.4,49.4,ja det är en teknik som redan finns idag egentligen
49.9,51.4,men frågan är liksom okej
52.4,55.3,om vi väljer att faktiskt ha det här som
55.6,58.4,kommer det tänker jag direkt okej kommer det liksom
58.9,65.7,eh tvingande tänk om alla måste ha lite tänk om vi använder det för att hålla koll på folk liksom övervakning det är ju det är jag direkt går
66.3,67.5,eh i mina tankar
72.5,72.8,ja
81.4,82.5,nej jag har inte sett den
86.6,87.0,okej
101.0,101.4,haha
113.5,113.9,ja
115.2,116.2,ja okej
127.7,128.4,jaha jaha
131.5,132.3,vad intressant
143.5,148.3,eller du tänker liksom attacker att man liksom kan slå ut teknologi när vi blivit beroende av det
157.3,157.8,ja
162.4,163.3,ja exakt exakt
177.0,177.5,ja
186.1,186.6,ja
190.8,195.8,ja ja förutsatt det är under någon annans kontroll jag vet ju folk som
196.2,200.3,gör det här mot sig själva liksom sätter in typ av något chip ingen som jag känner
200.6,201.5,eh vad jag vet
202.1,204.3,men folk som jag liksom har hört talas om
205.2,205.7,eh
206.4,207.8,och liksom om du gör det själv
211.9,218.1,eh nej inte riktigt det är folk som jag har hört talas om på internet snarare inte folk i min bekantskapskrets
218.7,221.3,och det är vad jag vet det är liksom inte så att jag går ut och frågar efter
221.5,222.9,de har bioimplantat eller inte
224.7,232.2,ah men ja det är klart man kan ju göra det också ja men typ som en pacemaker eller någonting det är också ett alternativ att du gör det liksom mer strukturerat
232.7,233.5,och liksom
233.7,234.4,här
235.0,236.2,officiell läkare
236.4,241.1,men återigen var kände jag liksom att eh då blir det liksom lite för mycket övervakning
241.9,242.5,eh
243.0,246.3,inte för att låte som en konspirationsteoretiker nu
246.6,247.4,det är liksom ja
248.9,250.0,jag vill inte riktigt att
250.4,255.2,känns inte som att det är rätt väg att gå att göra liksom den typen av kontroll
255.5,256.0,till
257.4,260.7,en möjlighet till att ha den typen av kontroll över människor
261.0,262.3,att veta liksom
262.8,267.0,vem vem som är var och liksom vad det chippet nu skulle övervaka för
267.7,268.6,eh
269.9,274.7,men ja precis som du säger återigen liksom vi har ju redan mycket av det i och med att vi alltid har med det i
274.9,276.3,bankkort och liknande
276.8,280.3,och mobiltelefon framförallt så det kanske inte blir så stor skillnad egentligen
299.8,300.6,exakt
303.3,306.0,nu kommer konspirationsteorierna fram yes
308.1,309.7,ja nej jag vet inte
310.1,314.3,återigen liksom det är inte osm att du inte kan övervaka liksom diverse
314.7,320.8,blodvärden och allt som liksom utifrån kroppen det bara att man kan göra det upptäcks
321.8,322.9,antar jag
323.7,328.1,eh men det är svårt svårt att veta och det är det som gör det till ett etiskt dilemma
328.3,330.4,och inte bara någonting som man vill göra
335.1,339.8,för det jag föreställde mig var ju också ännu mer dystopiskt egentligen för jag föreställde mig någonting liksom
340.2,342.2,säg att det var liksom säckar överallt som liksom
342.9,345.4,kommunicerar med de här chippen trådlöst och säger okej
345.6,352.5,nu vet jag exakt var den här personen befinner sig liksom hela tiden men det finns inget sätt att undvika det du kan inte stänga av mobilen ingenting
352.8,353.8,det den bara vet
354.3,357.1,och du vet liksom var den här personen har för ämnen i sig
357.4,360.0,har de tagit några droger? har de liksom
360.5,360.8,su
364.3,364.7,mhm
370.5,374.2,ja jag den biten också gud även om det funkar som nu men den så kommer liksom
374.5,378.7,ryssland och hackar och sedan tar de över datacentraler och sedan så vet de allting
379.5,384.1,eller behöver det var ju inte bara ryssland som utsätter för cyberattacker just nu men
384.5,384.8,ja
398.6,399.1,ja
399.6,404.0,för det är ju också det där det är skillnad när du gör det liksom individuellt och när du gör det på ett strukturellt vis
404.5,407.7,för så länge folk gör det individuellt eller liksom okej om jag liksom
408.0,411.5,effektivt sätt stoppar in mitt bankkort i min hand då då
412.0,412.5,och
412.8,419.0,eh ja då vet ju jag förmodligen om jag gör det själv liksom förhoppningsvis iallafall vad det är för chip jag har stoppat där
419.4,421.1,och det är bra då har jag kontroll
421.4,424.0,och jag vet att det övervakar inte mig på något sätt
424.3,424.6,ja
425.2,425.7,men
427.0,432.3,och även det jag vet att liksom infrastrukturen för att göra den här typen av övervakning
432.9,434.3,liksom av chippet
434.7,438.6,det finns liksom inte där eftersom ingen annan har det så varför skulle folk investera i det
439.1,441.9,konspirationer funkar inte för det kostar för mycket pengar
473.3,474.2,ja just det
476.1,476.5,ja
476.9,479.2,ja det blir ytterligare ett sätt att hota folk på
480.0,481.8,ta bort teknologin så de har blivit
482.1,483.3,vara och beroende vid
489.0,489.7,nej men exakt
493.7,496.4,ja jag tror också jag lutar mer och mer mot nej
496.8,498.1,ju mer vi pratar om det
498.6,499.3,intressant
525.2,526.9,hur eh har du några exempel?
544.0,546.8,eh jag är bekant med konceptet men
547.4,551.4,det är ingen som jag känner som har gjort något sådant men det kanske säger mer om mig än om
551.8,552.8,folk i allmänhet
555.6,558.5,eh ja det är väl det är väl en öppen fråga
563.5,563.9,ja
566.0,572.4,eller mina kompisar är ju studenter nästan allihopa så liksom ja menar det det  är inte riktigt läge för dem att flytta ut på landet mer än vad de redan har gjort
579.6,580.2,nej
591.6,593.0,det är ju det man är väldigt
593.3,595.1,bortskämd med alla bekvämligheter
595.78,598.96,det finns en anledning till att folk tenderar att flytta till städer genom historiens lopp
